game,base_ctilde,dec_marginal,dec_contribution,dec_random,dec_occupancy,marginal_wins,group,base_loss,new_loss,delta_loss,loss_increased,frac_marginal_wins,disagree_top1,disagree_top2,mean_dec_marginal,mean_dec_contribution,mean_dec_random,mean_dec_occupancy,viol_2a,frac_non_increase_2b,frac_rise_2c,counterex_2c,drift_count,drift_example
1.0,,,,,,,3,0.5578915391135001,0.5578810397638677,-1.0499349632375754e-05,0.0,,,,,,,,,,,,,
1.0,,,,,,,3,0.5578915391135001,0.554769580266402,-0.003121958847098094,0.0,,,,,,,,,,,,,
1.0,,,,,,,3,0.5578915391135001,0.5580775572746889,0.00018601816118879455,1.0,,,,,,,,,,,,,
1.0,,,,,,,3,0.5578915391135001,0.5560935544275262,-0.001797984685973919,0.0,,,,,,,,,,,,,
1.0,,,,,,,3,0.5578915391135001,0.5577246031095122,-0.000166936003987872,0.0,,,,,,,,,,,,,
1.0,,,,,,,3,0.5578915391135001,0.5577810066590231,-0.0001105324544770081,0.0,,,,,,,,,,,,,
2.0,,,,,,,3,0.4256935017190951,0.42546707651855825,-0.00022642520053683945,0.0,,,,,,,,,,,,,
2.0,,,,,,,3,0.4256935017190951,0.42368269634272876,-0.0020108053763663314,0.0,,,,,,,,,,,,,
2.0,,,,,,,3,0.4256935017190951,0.42556545023334813,-0.00012805148574696057,0.0,,,,,,,,,,,,,
2.0,,,,,,,3,0.4256935017190951,0.4228255014034681,-0.002868000315627006,0.0,,,,,,,,,,,,,
2.0,,,,,,,3,0.4256935017190951,0.42379457269263093,-0.0018989290264641578,0.0,,,,,,,,,,,,,
2.0,,,,,,,3,0.4256935017190951,0.4257117165117919,1.8214792696813475e-05,1.0,,,,,,,,,,,,,
2.0,,,,,,,3,0.4256935017190951,0.4218134071825045,-0.003880094536590606,0.0,,,,,,,,,,,,,
2.0,,,,,,,3,0.4256935017190951,0.42464690427050156,-0.0010465974485935337,0.0,,,,,,,,,,,,,
2.0,,,,,,,3,0.4256935017190951,0.4234753196166366,-0.002218182102458499,0.0,,,,,,,,,,,,,
2.0,,,,,,,3,0.4256935017190951,0.4232286890161194,-0.002464812702975716,0.0,,,,,,,,,,,,,
2.0,,,,,,,3,0.4256935017190951,0.42556336509002,-0.00013013662907507273,0.0,,,,,,,,,,,,,
2.0,,,,,,,3,0.4256935017190951,0.42568291967963234,-1.0582039462747606e-05,0.0,,,,,,,,,,,,,
3.0,,,,,,,3,0.4258989418964242,0.4258069165402233,-9.202535620089769e-05,0.0,,,,,,,,,,,,,
3.0,,,,,,,3,0.4258989418964242,0.4259830668006767,8.412490425252495e-05,1.0,,,,,,,,,,,,,
3.0,,,,,,,3,0.4258989418964242,0.42527340256513785,-0.00062553933128634,0.0,,,,,,,,,,,,,
3.0,,,,,,,3,0.4258989418964242,0.4258170337147807,-8.190818164349745e-05,0.0,,,,,,,,,,,,,
3.0,,,,,,,3,0.4258989418964242,0.42580234024945146,-9.66016469727271e-05,0.0,,,,,,,,,,,,,
