episode,t,agent,F,score
286,17,agent_1,0,0.0
286,17,agent_0,1,0.0
286,16,agent_2,1,0.0
286,16,agent_1,0,0.0
287,6,agent_1,1,0.0
286,21,agent_0,1,0.0
286,20,agent_2,1,0.0
286,20,agent_1,1,0.0
286,20,agent_0,1,0.0
286,19,agent_2,1,0.0
286,19,agent_1,0,0.0
286,19,agent_0,1,0.0
285,24,agent_2,1,0.0
286,21,agent_1,1,0.0
287,6,agent_0,0,0.0
286,13,agent_0,1,0.0
286,12,agent_2,0,0.0
286,12,agent_1,1,0.0
286,12,agent_0,1,0.0
286,11,agent_1,1,0.0
286,10,agent_2,1,0.0
286,10,agent_1,0,0.0
286,18,agent_2,1,0.0
286,16,agent_0,1,0.0
286,15,agent_2,1,0.0
286,15,agent_1,0,0.0
286,15,agent_0,1,0.0
286,14,agent_2,0,0.0
286,14,agent_0,1,0.0
286,13,agent_2,0,0.0
286,13,agent_1,0,0.0
286,9,agent_2,1,0.0
287,23,agent_0,1,0.0
287,22,agent_1,1,0.0
287,22,agent_0,1,0.0
3,2,agent_2,1,0.0
3,2,agent_1,1,0.0
3,2,agent_0,0,0.0
3,1,agent_1,0,0.0
287,20,agent_1,1,0.0
3,0,agent_2,0,0.0
3,0,agent_1,0,0.0
3,0,agent_0,0,0.0
3,5,agent_2,1,0.0
3,5,agent_0,1,0.0
3,4,agent_2,1,0.0
3,4,agent_1,0,0.0
3,4,agent_0,0,0.0
3,1,agent_0,0,0.0
288,8,agent_0,0,0.0
288,7,agent_2,1,0.0
288,7,agent_0,0,0.0
288,6,agent_2,0,0.0
288,6,agent_1,1,0.0
288,12,agent_1,0,0.0
288,12,agent_0,1,0.0
288,11,agent_2,1,0.0
287,23,agent_1,1,0.0
288,11,agent_0,1,0.0
288,10,agent_2,1,0.0
288,10,agent_0,1,0.0
288,9,agent_2,1,0.0
2,24,agent_2,1,0.0
287,24,agent_2,1,0.0
287,24,agent_1,1,0.0
287,24,agent_0,1,0.0
288,11,agent_1,0,0.0
287,15,agent_2,1,0.0
287,15,agent_1,1,0.0
287,15,agent_0,1,0.0
287,14,agent_2,1,0.0
287,14,agent_1,1,0.0
287,13,agent_2,1,0.0
287,13,agent_1,1,0.0
287,12,agent_2,1,0.0
3,3,agent_2,1,0.0
287,18,agent_0,1,0.0
287,17,agent_2,1,0.0
287,17,agent_1,1,0.0
287,17,agent_0,1,0.0
287,16,agent_1,1,0.0
287,16,agent_0,1,0.0
287,21,agent_1,1,0.0
287,21,agent_0,1,0.0
287,18,agent_1,1,0.0
3,3,agent_1,1,0.0
3,3,agent_0,0,0.0
3,10,agent_0,1,0.0
3,9,agent_0,1,0.0
3,8,agent_1,0,0.0
3,8,agent_0,1,0.0
3,7,agent_1,1,0.0
3,7,agent_0,1,0.0
287,9,agent_0,1,0.0
3,6,agent_0,1,0.0
287,12,agent_1,1,0.0
287,11,agent_2,1,0.0
287,11,agent_1,1,0.0
287,10,agent_2,1,0.0
287,10,agent_1,1,0.0
287,10,agent_0,1,0.0
287,9,agent_1,1,0.0
3,6,agent_1,0,0.0
285,12,agent_1,1,0.0
285,12,agent_0,1,0.0
285,11,agent_1,1,0.0
285,11,agent_0,1,0.0
285,10,agent_1,1,0.0
3,21,agent_0,1,0.0
285,0,agent_0,1,0.0
285,24,agent_1,0,0.0
284,24,agent_1,1,0.0
284,24,agent_0,1,0.0
284,23,agent_1,1,0.0
284,23,agent_0,0,0.0
284,22,agent_1,1,0.0
4,1,agent_0,1,0.0
4,0,agent_2,0,0.0
4,0,agent_1,1,0.0
284,24,agent_2,0,0.0
285,6,agent_0,1,0.0
285,5,agent_2,1,0.0
285,5,agent_1,1,0.0
285,4,agent_2,1,0.0
285,4,agent_1,1,0.0
285,4,agent_0,1,0.0
285,3,agent_2,1,0.0
285,10,agent_0,1,0.0
285,12,agent_2,0,0.0
285,9,agent_1,1,0.0
285,8,agent_2,1,0.0
285,8,agent_1,1,0.0
285,7,agent_2,1,0.0
285,7,agent_1,0,0.0
285,6,agent_2,1,0.0
285,14,agent_2,1,0.0
285,13,agent_0,1,0.0
285,9,agent_2,0,0.0
4,4,agent_2,0,0.0
4,4,agent_1,1,0.0
284,7,agent_1,0,0.0
284,7,agent_0,1,0.0
284,6,agent_1,0,0.0
284,6,agent_0,1,0.0
284,5,agent_2,1,0.0
284,5,agent_1,0,0.0
3,24,agent_2,1,0.0
284,4,agent_2,1,0.0
284,12,agent_0,1,0.0
284,11,agent_2,1,0.0
284,11,agent_1,1,0.0
284,10,agent_1,1,0.0
284,9,agent_2,1,0.0
284,9,agent_1,1,0.0
284,9,agent_0,0,0.0
284,5,agent_0,1,0.0
3,24,agent_1,1,0.0
3,24,agent_0,1,0.0
3,23,agent_0,1,0.0
3,22,agent_0,1,0.0
4,4,agent_0,1,0.0
4,3,agent_2,0,0.0
4,3,agent_1,1,0.0
4,3,agent_0,1,0.0
4,5,agent_0,0,0.0
4,2,agent_1,1,0.0
4,1,agent_2,1,0.0
4,1,agent_1,1,0.0
285,0,agent_1,0,0.0
4,6,agent_1,1,0.0
4,6,agent_0,1,0.0
4,5,agent_2,1,0.0
4,5,agent_1,1,0.0
4,2,agent_2,0,0.0
286,3,agent_2,1,0.0
286,3,agent_1,0,0.0
286,3,agent_0,1,0.0
286,2,agent_2,1,0.0
286,9,agent_0,1,0.0
286,8,agent_1,0,0.0
286,7,agent_2,1,0.0
285,6,agent_1,0,0.0
286,6,agent_1,0,0.0
286,6,agent_0,1,0.0
286,5,agent_2,1,0.0
286,5,agent_1,1,0.0
285,19,agent_0,1,0.0
285,18,agent_2,0,0.0
285,18,agent_1,1,0.0
285,18,agent_0,1,0.0
286,7,agent_1,0,0.0
285,24,agent_0,1,0.0
285,23,agent_2,0,0.0
285,23,agent_1,0,0.0
285,23,agent_0,1,0.0
285,22,agent_1,0,0.0
285,22,agent_0,1,0.0
286,2,agent_1,0,0.0
286,2,agent_0,1,0.0
286,4,agent_0,1,0.0
286,1,agent_1,0,0.0
286,1,agent_0,1,0.0
286,0,agent_2,1,0.0
286,0,agent_1,0,0.0
286,0,agent_0,1,0.0
286,5,agent_0,1,0.0
286,4,agent_2,1,0.0
286,4,agent_1,0,0.0
286,1,agent_2,1,0.0
3,13,agent_0,1,0.0
285,21,agent_2,0,0.0
3,20,agent_1,1,0.0
3,20,agent_0,1,0.0
3,19,agent_1,1,0.0
3,19,agent_0,1,0.0
3,18,agent_1,1,0.0
3,18,agent_0,1,0.0
285,17,agent_0,0,0.0
285,3,agent_1,0,0.0
285,2,agent_2,0,0.0
285,2,agent_1,0,0.0
285,2,agent_0,1,0.0
285,1,agent_2,0,0.0
285,1,agent_1,0,0.0
285,1,agent_0,1,0.0
285,0,agent_2,0,0.0
3,17,agent_1,1,0.0
285,16,agent_2,1,0.0
285,16,agent_0,0,0.0
285,15,agent_0,0,0.0
3,12,agent_0,1,0.0
3,11,agent_0,1,0.0
3,10,agent_1,1,0.0
285,21,agent_1,0,0.0
285,21,agent_0,1,0.0
3,13,agent_1,0,0.0
285,20,agent_0,1,0.0
285,19,agent_1,1,0.0
3,17,agent_0,1,0.0
3,16,agent_1,1,0.0
3,16,agent_0,1,0.0
3,15,agent_1,0,0.0
3,15,agent_0,1,0.0
3,14,agent_0,1,0.0
285,20,agent_2,0,0.0
291,2,agent_1,0,0.0
291,1,agent_1,1,0.0
291,1,agent_0,1,0.0
291,0,agent_0,1,0.0
290,24,agent_2,1,0.0
290,24,agent_1,1,0.0
290,24,agent_0,1,0.0
288,8,agent_2,1,0.0
291,5,agent_2,0,0.0
291,5,agent_0,1,0.0
291,4,agent_2,1,0.0
291,4,agent_1,1,0.0
291,4,agent_0,1,0.0
291,3,agent_2,1,0.0
291,3,agent_0,1,0.0
290,5,agent_2,1,0.0
290,23,agent_2,1,0.0
2,10,agent_0,1,0.0
2,9,agent_2,1,0.0
290,20,agent_0,1,0.0
290,19,agent_2,0,0.0
290,19,agent_0,1,0.0
290,18,agent_2,1,0.0
290,18,agent_1,1,0.0
290,18,agent_0,1,0.0
290,20,agent_2,1,0.0
290,17,agent_0,1,0.0
290,23,agent_1,1,0.0
290,23,agent_0,1,0.0
290,22,agent_2,0,0.0
290,22,agent_0,1,0.0
290,21,agent_2,1,0.0
290,21,agent_1,1,0.0
290,21,agent_0,1,0.0
290,17,agent_2,0,0.0
290,11,agent_0,1,0.0
290,10,agent_0,1,0.0
290,9,agent_2,1,0.0
290,9,agent_0,1,0.0
290,16,agent_2,1,0.0
290,16,agent_0,1,0.0
290,15,agent_2,1,0.0
290,5,agent_1,1,0.0
290,15,agent_0,1,0.0
290,14,agent_2,0,0.0
290,14,agent_0,1,0.0
290,13,agent_2,1,0.0
2,16,agent_0,1,0.0
2,15,agent_2,1,0.0
2,15,agent_1,1,0.0
2,15,agent_0,1,0.0
290,15,agent_1,0,0.0
290,5,agent_0,1,0.0
290,4,agent_2,0,0.0
290,4,agent_1,1,0.0
290,3,agent_2,1,0.0
290,3,agent_1,0,0.0
2,24,agent_1,1,0.0
290,8,agent_2,1,0.0
290,8,agent_1,1,0.0
290,11,agent_1,1,0.0
290,7,agent_2,1,0.0
290,7,agent_1,0,0.0
290,7,agent_0,1,0.0
290,6,agent_2,1,0.0
290,6,agent_1,1,0.0
290,13,agent_0,1,0.0
290,12,agent_2,1,0.0
290,12,agent_0,1,0.0
290,8,agent_0,1,0.0
291,15,agent_2,0,0.0
291,15,agent_1,1,0.0
291,14,agent_2,0,0.0
291,14,agent_1,1,0.0
291,13,agent_2,1,0.0
291,13,agent_1,0,0.0
291,12,agent_2,1,0.0
2,11,agent_0,1,0.0
291,19,agent_1,1,0.0
291,19,agent_0,1,0.0
291,18,agent_2,0,0.0
291,18,agent_1,1,0.0
291,18,agent_0,1,0.0
291,17,agent_2,0,0.0
291,17,agent_1,1,0.0
291,23,agent_2,1,0.0
291,19,agent_2,0,0.0
292,4,agent_2,0,0.0
292,10,agent_2,0,0.0
292,10,agent_1,1,0.0
292,10,agent_0,1,0.0
292,9,agent_1,1,0.0
292,9,agent_0,1,0.0
292,8,agent_1,1,0.0
292,8,agent_0,1,0.0
291,17,agent_0,1,0.0
291,12,agent_1,1,0.0
291,12,agent_0,1,0.0
291,11,agent_2,1,0.0
291,11,agent_1,1,0.0
291,10,agent_1,1,0.0
2,13,agent_2,1,0.0
2,13,agent_1,1,0.0
2,13,agent_0,1,0.0
292,7,agent_2,0,0.0
2,4,agent_0,1,0.0
2,3,agent_2,0,0.0
2,3,agent_1,1,0.0
291,10,agent_0,1,0.0
2,9,agent_1,1,0.0
2,9,agent_0,1,0.0
2,8,agent_2,0,0.0
2,8,agent_0,1,0.0
291,23,agent_1,1,0.0
2,7,agent_0,1,0.0
2,6,agent_2,0,0.0
2,6,agent_0,1,0.0
2,12,agent_2,1,0.0
2,12,agent_1,1,0.0
2,12,agent_0,1,0.0
2,11,agent_2,1,0.0
2,11,agent_1,1,0.0
2,7,agent_2,0,0.0
291,22,agent_2,0,0.0
291,22,agent_1,1,0.0
291,21,agent_2,0,0.0
291,21,agent_1,0,0.0
291,20,agent_2,0,0.0
291,20,agent_1,1,0.0
291,9,agent_2,0,0.0
291,9,agent_1,1,0.0
2,4,agent_1,1,0.0
291,8,agent_0,0,0.0
291,7,agent_2,1,0.0
291,7,agent_0,1,0.0
291,6,agent_1,1,0.0
291,6,agent_0,1,0.0
2,5,agent_2,0,0.0
2,5,agent_0,1,0.0
2,4,agent_2,0,0.0
291,8,agent_2,0,0.0
289,12,agent_2,1,0.0
289,12,agent_0,1,0.0
288,16,agent_2,0,0.0
288,16,agent_1,1,0.0
288,15,agent_2,0,0.0
288,15,agent_1,0,0.0
288,14,agent_1,1,0.0
2,14,agent_2,1,0.0
288,13,agent_1,0,0.0
288,13,agent_0,1,0.0
288,19,agent_2,0,0.0
288,19,agent_1,1,0.0
288,19,agent_0,1,0.0
288,18,agent_2,0,0.0
288,18,agent_1,1,0.0
288,17,agent_2,0,0.0
288,13,agent_2,0,0.0
289,5,agent_2,1,0.0
289,5,agent_0,0,0.0
289,4,agent_2,1,0.0
289,4,agent_0,1,0.0
289,11,agent_2,1,0.0
289,11,agent_0,1,0.0
289,10,agent_2,1,0.0
289,10,agent_1,1,0.0
289,13,agent_0,1,0.0
289,9,agent_2,1,0.0
289,8,agent_0,0,0.0
289,7,agent_2,1,0.0
289,15,agent_2,1,0.0
289,15,agent_0,0,0.0
289,14,agent_2,1,0.0
289,14,agent_0,0,0.0
289,13,agent_2,1,0.0
289,10,agent_0,0,0.0
288,2,agent_1,0,0.0
288,2,agent_0,0,0.0
288,1,agent_1,0,0.0
288,1,agent_0,0,0.0
288,0,agent_2,0,0.0
288,0,agent_1,0,0.0
288,0,agent_0,0,0.0
288,6,agent_0,0,0.0
288,17,agent_1,1,0.0
288,5,agent_1,0,0.0
288,5,agent_0,0,0.0
288,4,agent_2,0,0.0
288,4,agent_1,0,0.0
288,4,agent_0,0,0.0
288,3,agent_1,0,0.0
288,9,agent_1,1,0.0
288,9,agent_0,1,0.0
288,5,agent_2,0,0.0
288,17,agent_0,0,0.0
288,22,agent_1,1,0.0
288,22,agent_0,1,0.0
288,21,agent_2,0,0.0
288,21,agent_1,1,0.0
288,21,agent_0,1,0.0
288,20,agent_2,0,0.0
288,20,agent_1,0,0.0
288,3,agent_0,0,0.0
289,0,agent_1,1,0.0
289,0,agent_0,1,0.0
288,24,agent_2,1,0.0
288,24,agent_1,1,0.0
288,24,agent_0,1,0.0
288,23,agent_2,0,0.0
288,23,agent_0,1,0.0
288,22,agent_2,0,0.0
288,20,agent_0,1,0.0
2,19,agent_0,1,0.0
2,24,agent_0,1,0.0
2,23,agent_2,1,0.0
2,23,agent_1,1,0.0
2,23,agent_0,1,0.0
2,22,agent_2,1,0.0
2,22,agent_1,1,0.0
289,6,agent_0,0,0.0
2,21,agent_2,1,0.0
289,18,agent_2,1,0.0
289,18,agent_1,1,0.0
289,18,agent_0,1,0.0
289,17,agent_2,1,0.0
289,17,agent_0,0,0.0
289,16,agent_2,1,0.0
289,16,agent_1,1,0.0
2,22,agent_0,1,0.0
2,14,agent_1,1,0.0
2,14,agent_0,1,0.0
290,2,agent_2,0,0.0
2,18,agent_2,1,0.0
2,18,agent_1,1,0.0
2,18,agent_0,1,0.0
2,17,agent_2,1,0.0
2,17,agent_1,1,0.0
2,19,agent_1,1,0.0
2,16,agent_2,1,0.0
2,16,agent_1,1,0.0
2,21,agent_1,1,0.0
2,21,agent_0,1,0.0
2,20,agent_2,1,0.0
2,20,agent_1,1,0.0
2,20,agent_0,1,0.0
2,19,agent_2,1,0.0
2,17,agent_0,1,0.0
290,1,agent_1,1,0.0
290,1,agent_0,0,0.0
290,0,agent_2,0,0.0
290,0,agent_1,0,0.0
290,0,agent_0,0,0.0
289,24,agent_2,1,0.0
289,3,agent_2,1,0.0
289,3,agent_1,1,0.0
289,16,agent_0,1,0.0
289,2,agent_2,1,0.0
289,2,agent_0,1,0.0
289,1,agent_2,1,0.0
289,1,agent_1,1,0.0
289,0,agent_2,1,0.0
289,7,agent_0,1,0.0
289,6,agent_2,1,0.0
289,6,agent_1,1,0.0
289,3,agent_0,1,0.0
289,21,agent_2,1,0.0
289,21,agent_1,1,0.0
289,21,agent_0,1,0.0
289,20,agent_2,1,0.0
289,20,agent_0,0,0.0
289,19,agent_2,1,0.0
289,19,agent_1,1,0.0
289,19,agent_0,0,0.0
290,1,agent_2,0,0.0
289,24,agent_0,0,0.0
289,23,agent_2,1,0.0
289,23,agent_1,1,0.0
289,23,agent_0,1,0.0
289,22,agent_2,1,0.0
289,22,agent_1,1,0.0
289,22,agent_0,0,0.0
290,2,agent_1,0,0.0
289,24,agent_1,1,0.0
249,5,agent_0,1,0.0
249,4,agent_2,1,0.0
249,4,agent_0,1,0.0
249,3,agent_2,1,0.0
249,3,agent_1,1,0.0
249,3,agent_0,1,0.0
249,2,agent_2,1,0.0
269,16,agent_0,1,0.0
249,7,agent_2,1,0.0
249,7,agent_1,1,0.0
249,7,agent_0,1,0.0
249,6,agent_2,1,0.0
249,6,agent_1,1,0.0
249,6,agent_0,1,0.0
249,5,agent_2,0,0.0
249,10,agent_2,1,0.0
249,8,agent_0,1,0.0
249,16,agent_1,1,0.0
249,21,agent_1,1,0.0
249,21,agent_0,1,0.0
249,20,agent_2,1,0.0
249,20,agent_1,1,0.0
249,20,agent_0,1,0.0
249,19,agent_2,1,0.0
249,19,agent_1,1,0.0
249,5,agent_1,1,0.0
249,2,agent_1,1,0.0
249,2,agent_0,1,0.0
249,1,agent_2,1,0.0
249,1,agent_1,1,0.0
249,1,agent_0,1,0.0
249,0,agent_2,1,0.0
249,0,agent_1,1,0.0
249,0,agent_0,1,0.0
249,19,agent_0,1,0.0
248,16,agent_2,1,0.0
248,16,agent_1,1,0.0
248,16,agent_0,1,0.0
248,15,agent_2,1,0.0
248,22,agent_0,1,0.0
248,21,agent_1,1,0.0
248,21,agent_0,1,0.0
249,10,agent_1,1,0.0
248,20,agent_0,1,0.0
248,19,agent_1,1,0.0
248,19,agent_0,1,0.0
248,18,agent_1,1,0.0
248,24,agent_2,0,0.0
248,24,agent_1,1,0.0
248,24,agent_0,1,0.0
248,23,agent_2,1,0.0
248,20,agent_1,1,0.0
249,10,agent_0,1,0.0
249,9,agent_2,1,0.0
249,9,agent_1,1,0.0
249,9,agent_0,1,0.0
249,8,agent_2,1,0.0
249,8,agent_1,1,0.0
248,15,agent_1,1,0.0
248,15,agent_0,1,0.0
248,17,agent_0,1,0.0
248,14,agent_0,1,0.0
248,13,agent_2,1,0.0
248,13,agent_0,1,0.0
248,12,agent_2,1,0.0
248,12,agent_0,1,0.0
248,18,agent_0,1,0.0
248,17,agent_2,1,0.0
248,17,agent_1,1,0.0
248,14,agent_2,1,0.0
249,23,agent_1,1,0.0
249,23,agent_0,1,0.0
249,22,agent_2,1,0.0
249,22,agent_1,1,0.0
249,22,agent_0,1,0.0
249,21,agent_2,1,0.0
250,2,agent_0,0,0.0
249,16,agent_2,1,0.0
250,1,agent_1,1,0.0
250,1,agent_0,0,0.0
250,0,agent_2,0,0.0
250,0,agent_0,0,0.0
249,24,agent_2,1,0.0
249,24,agent_1,1,0.0
250,6,agent_1,1,0.0
250,5,agent_2,1,0.0
250,1,agent_2,0,0.0
13,24,agent_0,1,0.0
13,23,agent_1,1,0.0
13,23,agent_0,1,0.0
13,22,agent_2,0,0.0
13,22,agent_1,1,0.0
13,22,agent_0,1,0.0
13,21,agent_1,1,0.0
13,21,agent_0,1,0.0
249,23,agent_2,1,0.0
14,1,agent_2,0,0.0
14,1,agent_0,0,0.0
14,0,agent_2,0,0.0
14,0,agent_1,1,0.0
14,0,agent_0,0,0.0
13,24,agent_2,0,0.0
13,24,agent_1,1,0.0
249,24,agent_0,1,0.0
250,11,agent_2,0,0.0
249,11,agent_2,1,0.0
249,11,agent_1,1,0.0
249,11,agent_0,1,0.0
249,16,agent_0,1,0.0
249,15,agent_2,1,0.0
249,15,agent_1,1,0.0
249,15,agent_0,1,0.0
249,14,agent_2,1,0.0
250,4,agent_2,0,0.0
249,14,agent_0,1,0.0
249,13,agent_2,1,0.0
249,18,agent_2,1,0.0
249,18,agent_1,1,0.0
249,18,agent_0,1,0.0
249,17,agent_2,1,0.0
249,17,agent_1,1,0.0
249,17,agent_0,1,0.0
249,14,agent_1,1,0.0
250,4,agent_1,1,0.0
250,4,agent_0,1,0.0
250,3,agent_2,0,0.0
250,3,agent_0,1,0.0
250,2,agent_2,0,0.0
250,9,agent_1,1,0.0
250,9,agent_0,1,0.0
250,8,agent_2,1,0.0
249,12,agent_0,1,0.0
250,8,agent_0,1,0.0
250,7,agent_2,0,0.0
250,7,agent_0,1,0.0
250,6,agent_2,0,0.0
249,13,agent_1,1,0.0
249,13,agent_0,1,0.0
249,12,agent_2,1,0.0
249,12,agent_1,1,0.0
250,8,agent_1,0,0.0
14,4,agent_1,1,0.0
14,4,agent_0,0,0.0
14,10,agent_2,0,0.0
14,10,agent_1,0,0.0
14,9,agent_1,1,0.0
14,9,agent_0,1,0.0
14,8,agent_2,1,0.0
248,23,agent_1,1,0.0
14,8,agent_0,1,0.0
14,7,agent_2,1,0.0
246,23,agent_0,1,0.0
246,22,agent_2,1,0.0
246,22,agent_0,1,0.0
246,21,agent_2,1,0.0
246,21,agent_0,1,0.0
246,20,agent_2,1,0.0
14,8,agent_1,1,0.0
247,9,agent_0,1,0.0
247,8,agent_2,1,0.0
247,8,agent_1,1,0.0
247,8,agent_0,1,0.0
14,3,agent_2,0,0.0
14,3,agent_0,1,0.0
14,2,agent_2,0,0.0
14,2,agent_1,1,0.0
14,4,agent_2,0,0.0
247,11,agent_1,1,0.0
247,11,agent_0,1,0.0
247,10,agent_2,1,0.0
14,7,agent_1,1,0.0
14,6,agent_2,0,0.0
14,6,agent_0,1,0.0
14,5,agent_2,1,0.0
14,5,agent_0,1,0.0
14,2,agent_0,1,0.0
247,7,agent_1,1,0.0
247,7,agent_0,1,0.0
247,6,agent_2,1,0.0
247,6,agent_1,0,0.0
247,6,agent_0,1,0.0
247,5,agent_1,1,0.0
247,5,agent_0,0,0.0
246,20,agent_1,1,0.0
246,10,agent_0,1,0.0
246,9,agent_2,1,0.0
246,9,agent_1,0,0.0
246,9,agent_0,1,0.0
246,8,agent_0,0,0.0
246,7,agent_2,0,0.0
246,7,agent_1,0,0.0
246,13,agent_2,0,0.0
246,10,agent_1,1,0.0
246,20,agent_0,1,0.0
247,1,agent_0,0,0.0
247,0,agent_2,0,0.0
247,0,agent_1,0,0.0
247,0,agent_0,1,0.0
246,24,agent_2,1,0.0
246,24,agent_1,1,0.0
246,24,agent_0,1,0.0
247,7,agent_2,1,0.0
247,4,agent_1,1,0.0
247,4,agent_0,1,0.0
247,3,agent_2,0,0.0
247,3,agent_1,0,0.0
247,3,agent_0,0,0.0
247,2,agent_1,0,0.0
247,1,agent_2,0,0.0
247,1,agent_1,0,0.0
246,23,agent_2,1,0.0
248,2,agent_0,1,0.0
248,7,agent_2,1,0.0
248,7,agent_1,1,0.0
248,7,agent_0,1,0.0
248,6,agent_2,1,0.0
248,6,agent_1,1,0.0
248,6,agent_0,1,0.0
247,9,agent_1,1,0.0
248,5,agent_0,1,0.0
248,11,agent_1,1,0.0
248,10,agent_1,0,0.0
248,10,agent_0,1,0.0
248,9,agent_2,1,0.0
248,9,agent_1,0,0.0
248,9,agent_0,1,0.0
248,8,agent_1,0,0.0
248,5,agent_2,1,0.0
248,23,agent_0,1,0.0
248,22,agent_2,1,0.0
248,22,agent_1,1,0.0
248,1,agent_2,0,0.0
248,1,agent_1,1,0.0
248,1,agent_0,1,0.0
248,0,agent_2,0,0.0
248,0,agent_1,1,0.0
248,2,agent_1,1,0.0
247,24,agent_2,1,0.0
247,24,agent_1,1,0.0
248,4,agent_2,1,0.0
248,4,agent_1,1,0.0
248,4,agent_0,1,0.0
248,3,agent_2,1,0.0
248,3,agent_0,1,0.0
248,2,agent_2,0,0.0
248,0,agent_0,1,0.0
247,18,agent_2,1,0.0
247,18,agent_1,1,0.0
247,18,agent_0,1,0.0
247,17,agent_2,1,0.0
247,17,agent_1,1,0.0
247,17,agent_0,1,0.0
247,24,agent_0,1,0.0
247,23,agent_2,1,0.0
248,8,agent_0,1,0.0
247,22,agent_2,1,0.0
247,22,agent_0,1,0.0
247,21,agent_0,1,0.0
247,20,agent_2,1,0.0
247,20,agent_0,1,0.0
247,10,agent_1,1,0.0
247,10,agent_0,1,0.0
247,9,agent_2,0,0.0
247,23,agent_0,1,0.0
247,13,agent_0,1,0.0
247,12,agent_2,1,0.0
247,12,agent_1,1,0.0
247,12,agent_0,1,0.0
247,11,agent_2,0,0.0
14,12,agent_0,1,0.0
14,11,agent_2,1,0.0
14,11,agent_0,1,0.0
247,19,agent_0,1,0.0
247,16,agent_0,1,0.0
247,15,agent_1,1,0.0
247,15,agent_0,1,0.0
247,14,agent_2,1,0.0
247,14,agent_1,1,0.0
247,14,agent_0,1,0.0
247,13,agent_2,1,0.0
247,19,agent_1,1,0.0
247,16,agent_1,1,0.0
252,21,agent_1,1,0.0
252,20,agent_2,1,0.0
253,1,agent_0,1,0.0
253,0,agent_2,1,0.0
253,0,agent_0,1,0.0
252,24,agent_2,1,0.0
252,24,agent_1,1,0.0
13,18,agent_0,1,0.0
252,23,agent_2,1,0.0
252,23,agent_1,1,0.0
253,5,agent_2,1,0.0
253,4,agent_0,1,0.0
253,3,agent_2,1,0.0
253,3,agent_1,1,0.0
253,3,agent_0,0,0.0
253,2,agent_2,1,0.0
252,24,agent_0,1,0.0
13,1,agent_2,1,0.0
13,1,agent_1,1,0.0
13,1,agent_0,1,0.0
13,0,agent_2,0,0.0
13,0,agent_0,1,0.0
252,20,agent_1,1,0.0
252,19,agent_2,1,0.0
252,19,agent_1,1,0.0
252,21,agent_2,1,0.0
252,18,agent_2,1,0.0
252,18,agent_1,1,0.0
252,18,agent_0,1,0.0
252,17,agent_2,1,0.0
252,23,agent_0,0,0.0
252,22,agent_2,1,0.0
252,22,agent_1,1,0.0
252,22,agent_0,0,0.0
252,19,agent_0,1,0.0
252,14,agent_1,1,0.0
252,14,agent_0,0,0.0
252,13,agent_2,1,0.0
252,13,agent_1,1,0.0
252,13,agent_0,0,0.0
252,12,agent_2,1,0.0
252,12,agent_1,1,0.0
253,2,agent_1,1,0.0
252,17,agent_0,1,0.0
252,16,agent_2,1,0.0
252,16,agent_1,1,0.0
252,16,agent_0,1,0.0
252,15,agent_2,1,0.0
252,15,agent_1,1,0.0
252,15,agent_0,1,0.0
252,3,agent_1,1,0.0
252,17,agent_1,1,0.0
253,2,agent_0,1,0.0
252,8,agent_2,1,0.0
252,8,agent_1,1,0.0
252,7,agent_1,1,0.0
252,7,agent_0,1,0.0
252,6,agent_1,1,0.0
252,5,agent_2,1,0.0
252,5,agent_1,1,0.0
252,14,agent_2,1,0.0
252,12,agent_0,1,0.0
252,11,agent_2,1,0.0
252,11,agent_1,1,0.0
252,11,agent_0,1,0.0
252,10,agent_2,1,0.0
252,10,agent_1,1,0.0
252,9,agent_2,1,0.0
252,9,agent_1,1,0.0
252,5,agent_0,1,0.0
13,3,agent_1,1,0.0
13,3,agent_0,1,0.0
253,14,agent_1,0,0.0
253,14,agent_0,1,0.0
253,13,agent_2,1,0.0
253,13,agent_0,1,0.0
253,12,agent_2,0,0.0
13,2,agent_0,1,0.0
253,12,agent_0,1,0.0
253,11,agent_2,1,0.0
253,18,agent_2,0,0.0
253,17,agent_0,1,0.0
253,16,agent_2,0,0.0
253,16,agent_1,0,0.0
253,16,agent_0,1,0.0
253,15,agent_2,1,0.0
253,12,agent_1,0,0.0
254,5,agent_0,0,0.0
254,4,agent_2,0,0.0
254,4,agent_1,0,0.0
254,4,agent_0,0,0.0
254,10,agent_1,0,0.0
254,10,agent_0,1,0.0
254,9,agent_0,1,0.0
254,8,agent_2,0,0.0
13,4,agent_0,1,0.0
254,7,agent_1,1,0.0
254,7,agent_0,1,0.0
254,6,agent_2,0,0.0
253,11,agent_0,1,0.0
13,5,agent_1,1,0.0
13,5,agent_0,1,0.0
13,4,agent_2,1,0.0
13,4,agent_1,1,0.0
254,8,agent_1,1,0.0
12,21,agent_1,1,0.0
12,21,agent_0,1,0.0
12,20,agent_2,1,0.0
12,20,agent_1,1,0.0
253,10,agent_2,0,0.0
253,10,agent_1,0,0.0
253,10,agent_0,1,0.0
12,24,agent_2,1,0.0
253,15,agent_0,1,0.0
12,24,agent_0,1,0.0
12,23,agent_2,1,0.0
12,23,agent_1,1,0.0
12,23,agent_0,1,0.0
12,22,agent_2,1,0.0
12,22,agent_1,1,0.0
13,2,agent_2,1,0.0
13,2,agent_1,1,0.0
