episode,t,agent,F,score
134,21,agent_1,1,0.2028343677520752
149,22,agent_1,1,0.20278644561767578
292,18,agent_2,1,0.20273923873901367
65,16,agent_2,1,0.20253992080688477
54,20,agent_0,1,0.2022719383239746
250,17,agent_2,1,0.20171213150024414
297,3,agent_2,1,0.20168495178222656
110,11,agent_1,1,0.20166301727294922
188,15,agent_1,1,0.20122766494750977
250,15,agent_2,1,0.20102405548095703
13,13,agent_2,1,0.20092105865478516
13,21,agent_2,1,0.20067501068115234
6,16,agent_2,1,0.2006387710571289
292,11,agent_2,1,0.2006072998046875
53,9,agent_1,1,0.2005290985107422
22,17,agent_2,1,0.2003345489501953
208,19,agent_2,1,0.20020484924316406
26,13,agent_2,1,0.20003223419189453
13,19,agent_2,1,0.20000410079956055
156,1,agent_0,1,0.19979286193847656
212,6,agent_0,1,0.19978713989257812
192,15,agent_0,1,0.19977235794067383
13,17,agent_2,1,0.19964170455932617
28,17,agent_0,1,0.1995840072631836
297,21,agent_2,1,0.1988058090209961
8,10,agent_1,1,0.19870615005493164
145,17,agent_0,1,0.19775819778442383
22,21,agent_1,1,0.19759178161621094
97,6,agent_2,1,0.1975078582763672
183,12,agent_2,1,0.19714927673339844
45,19,agent_2,1,0.19696950912475586
247,16,agent_2,1,0.19640350341796875
247,2,agent_0,1,0.19634056091308594
61,1,agent_1,1,0.19623756408691406
284,20,agent_2,1,0.19614028930664062
195,7,agent_0,1,0.19604206085205078
4,20,agent_1,1,0.19553303718566895
28,20,agent_1,1,0.19542646408081055
67,19,agent_2,1,0.19487476348876953
182,20,agent_2,1,0.1948533058166504
269,19,agent_1,1,0.19473838806152344
148,21,agent_0,1,0.19441843032836914
90,0,agent_0,1,0.1941356658935547
72,10,agent_1,1,0.1938629150390625
105,13,agent_1,1,0.19341802597045898
56,20,agent_0,1,0.19330716133117676
281,14,agent_0,1,0.19304466247558594
92,3,agent_0,1,0.19279861450195312
162,20,agent_1,1,0.1926417350769043
150,5,agent_1,1,0.1925983428955078
23,12,agent_2,1,0.1923694610595703
157,4,agent_0,1,0.1923542022705078
210,4,agent_0,1,0.19222640991210938
0,20,agent_1,1,0.19208145141601562
227,20,agent_2,1,0.1916828155517578
120,7,agent_2,1,0.19097423553466797
26,8,agent_2,1,0.19092559814453125
44,3,agent_2,1,0.19071006774902344
131,6,agent_2,1,0.19060707092285156
253,6,agent_1,1,0.19038677215576172
65,14,agent_2,1,0.1902313232421875
134,6,agent_2,1,0.1896066665649414
54,19,agent_0,1,0.18929052352905273
273,13,agent_2,1,0.1891641616821289
109,10,agent_1,1,0.18908309936523438
176,4,agent_0,1,0.18906688690185547
144,0,agent_0,1,0.18894386291503906
182,17,agent_2,1,0.1888902187347412
241,18,agent_2,1,0.18874788284301758
85,3,agent_0,1,0.18822860717773438
247,19,agent_2,1,0.18812084197998047
259,13,agent_0,1,0.18768692016601562
280,12,agent_0,1,0.1876363754272461
241,18,agent_0,1,0.1874103546142578
248,12,agent_1,1,0.18731212615966797
85,9,agent_1,1,0.1871814727783203
125,12,agent_0,1,0.18700695037841797
293,3,agent_0,1,0.18682861328125
82,11,agent_0,1,0.18650054931640625
262,4,agent_1,1,0.18567276000976562
22,0,agent_0,1,0.18553924560546875
27,14,agent_2,1,0.1849040985107422
24,14,agent_2,1,0.18377017974853516
90,21,agent_2,1,0.18356943130493164
162,5,agent_1,1,0.18298912048339844
30,3,agent_1,1,0.1827716827392578
186,15,agent_2,1,0.18268203735351562
66,10,agent_2,1,0.18242645263671875
2,5,agent_1,1,0.1822795867919922
131,11,agent_1,1,0.18219280242919922
246,7,agent_0,1,0.18216323852539062
256,19,agent_0,1,0.18199491500854492
254,17,agent_2,1,0.1819934844970703
60,21,agent_2,1,0.1819777488708496
85,16,agent_1,1,0.18183517456054688
24,11,agent_1,1,0.18172979354858398
225,20,agent_2,1,0.18123245239257812
232,16,agent_2,1,0.18116378784179688
184,9,agent_0,1,0.18114662170410156
211,13,agent_0,1,0.18102264404296875
26,5,agent_1,1,0.18097877502441406
155,11,agent_0,1,0.18075180053710938
261,18,agent_1,1,0.1803128719329834
48,19,agent_0,1,0.18012571334838867
85,0,agent_1,1,0.1800537109375
64,7,agent_0,1,0.18003082275390625
39,12,agent_0,1,0.17974472045898438
102,21,agent_2,1,0.1793513298034668
154,2,agent_1,1,0.1789989471435547
151,18,agent_2,1,0.17893552780151367
12,12,agent_0,1,0.17884159088134766
289,15,agent_1,1,0.1787281036376953
158,9,agent_0,1,0.1785268783569336
105,10,agent_1,1,0.17846012115478516
83,19,agent_1,1,0.17801475524902344
275,4,agent_0,1,0.17768096923828125
85,12,agent_1,1,0.177398681640625
26,22,agent_1,1,0.17726802825927734
87,3,agent_2,1,0.17712974548339844
29,21,agent_0,1,0.17712974548339844
218,13,agent_0,1,0.17701244354248047
258,10,agent_2,1,0.17699909210205078
290,9,agent_1,1,0.1769866943359375
220,10,agent_0,1,0.17682552337646484
207,1,agent_2,1,0.17665863037109375
122,19,agent_2,1,0.17625141143798828
264,19,agent_2,1,0.17611312866210938
167,15,agent_1,1,0.17608976364135742
32,19,agent_1,1,0.17598485946655273
9,17,agent_2,1,0.17584514617919922
224,10,agent_2,1,0.17546463012695312
231,18,agent_1,1,0.1753988265991211
124,21,agent_2,1,0.17513513565063477
81,10,agent_0,1,0.17507648468017578
167,17,agent_1,1,0.17502450942993164
291,21,agent_0,1,0.17484211921691895
28,16,agent_0,1,0.17480087280273438
157,5,agent_0,1,0.17414093017578125
264,18,agent_2,1,0.17402267456054688
23,14,agent_2,1,0.1738886833190918
255,20,agent_0,1,0.1738290786743164
157,4,agent_2,1,0.1737499237060547
24,10,agent_1,1,0.17338037490844727
103,18,agent_2,1,0.1731729507446289
154,20,agent_0,1,0.1730964183807373
217,15,agent_0,1,0.17299413681030273
50,9,agent_2,1,0.17268657684326172
48,9,agent_2,1,0.17253684997558594
168,16,agent_0,1,0.1725149154663086
120,21,agent_0,1,0.1724691390991211
256,6,agent_2,1,0.17233562469482422
42,22,agent_0,1,0.17212820053100586
105,17,agent_0,1,0.17126083374023438
105,11,agent_2,1,0.17117786407470703
187,10,agent_2,1,0.17115545272827148
122,5,agent_1,1,0.17096328735351562
50,16,agent_1,1,0.1709141731262207
212,16,agent_1,1,0.1704568862915039
77,20,agent_1,1,0.17029953002929688
72,9,agent_1,1,0.17013931274414062
212,5,agent_0,1,0.16980361938476562
272,16,agent_2,1,0.16968154907226562
257,3,agent_2,1,0.16946029663085938
196,8,agent_0,1,0.16944026947021484
109,18,agent_0,1,0.1692962646484375
48,12,agent_0,1,0.16925907135009766
118,20,agent_2,1,0.16913509368896484
145,18,agent_1,1,0.1690206527709961
285,5,agent_0,1,0.1686115264892578
106,13,agent_1,1,0.16854572296142578
151,20,agent_1,1,0.16840457916259766
182,18,agent_1,1,0.16835403442382812
293,21,agent_0,1,0.16835355758666992
121,19,agent_2,1,0.16832685470581055
299,12,agent_0,1,0.1681656837463379
180,7,agent_1,1,0.16799259185791016
255,1,agent_1,1,0.16788482666015625
47,8,agent_1,1,0.1677989959716797
199,21,agent_2,1,0.16762685775756836
32,21,agent_2,1,0.16761541366577148
195,10,agent_0,1,0.16755104064941406
155,9,agent_0,1,0.16753292083740234
200,10,agent_2,1,0.16696739196777344
101,18,agent_2,1,0.16685104370117188
144,19,agent_1,1,0.16639947891235352
132,22,agent_1,1,0.16609859466552734
110,12,agent_1,1,0.16602802276611328
176,14,agent_1,1,0.16597557067871094
68,12,agent_0,1,0.1657400131225586
144,9,agent_1,1,0.16568756103515625
64,17,agent_1,1,0.1655292510986328
89,19,agent_2,1,0.1653761863708496
185,16,agent_1,1,0.1652541160583496
285,8,agent_0,1,0.165069580078125
32,7,agent_2,1,0.1650409698486328
68,4,agent_0,1,0.16502952575683594
297,17,agent_2,1,0.16501426696777344
30,4,agent_1,1,0.16432762145996094
22,10,agent_1,1,0.16424560546875
227,8,agent_1,1,0.1638317108154297
117,9,agent_0,1,0.16345691680908203
139,2,agent_2,1,0.1629486083984375
247,5,agent_2,1,0.1628246307373047
158,11,agent_0,1,0.16279029846191406
104,7,agent_1,1,0.16268348693847656
217,18,agent_1,1,0.16242170333862305
8,18,agent_1,1,0.16234540939331055
40,9,agent_0,1,0.16221046447753906
181,14,agent_1,1,0.1621074676513672
265,9,agent_1,1,0.16184425354003906
297,18,agent_2,1,0.1616530418395996
273,19,agent_0,1,0.16150283813476562
23,16,agent_2,1,0.16147232055664062
57,15,agent_2,1,0.16126728057861328
253,21,agent_1,1,0.16126680374145508
184,18,agent_1,1,0.16117620468139648
158,13,agent_1,1,0.1608290672302246
200,13,agent_2,1,0.16074848175048828
101,12,agent_2,1,0.16028690338134766
266,13,agent_1,1,0.16025018692016602
208,9,agent_0,1,0.15982341766357422
257,18,agent_1,1,0.1597886085510254
271,15,agent_0,1,0.15976190567016602
0,15,agent_2,1,0.159759521484375
40,15,agent_1,1,0.15922164916992188
23,18,agent_2,1,0.15921926498413086
22,10,agent_2,1,0.15907001495361328
297,1,agent_0,1,0.1589946746826172
29,7,agent_2,1,0.15882492065429688
16,17,agent_2,1,0.15873312950134277
126,14,agent_0,1,0.1586780548095703
139,6,agent_1,1,0.15850830078125
83,8,agent_1,1,0.15838050842285156
176,4,agent_1,1,0.15821075439453125
53,4,agent_0,1,0.15815067291259766
289,1,agent_0,1,0.1581439971923828
270,5,agent_0,1,0.1579275131225586
24,9,agent_2,1,0.1578831672668457
213,17,agent_1,1,0.15776443481445312
136,8,agent_0,1,0.157470703125
231,11,agent_2,1,0.1574239730834961
24,18,agent_1,1,0.15741729736328125
29,9,agent_2,1,0.1571636199951172
278,4,agent_1,1,0.1571331024169922
117,17,agent_0,1,0.15711593627929688
85,13,agent_0,1,0.15645885467529297
143,10,agent_1,1,0.1563429832458496
200,20,agent_2,1,0.1562638282775879
277,16,agent_1,1,0.15622615814208984
212,1,agent_1,1,0.15619468688964844
231,15,agent_1,1,0.1561136245727539
95,11,agent_1,1,0.15607643127441406
89,18,agent_2,1,0.15575695037841797
179,12,agent_2,1,0.15569400787353516
219,19,agent_0,1,0.15552043914794922
183,20,agent_1,1,0.15519142150878906
93,16,agent_1,1,0.15500736236572266
136,16,agent_2,1,0.15482425689697266
111,10,agent_1,1,0.1547679901123047
269,18,agent_0,1,0.15470647811889648
27,20,agent_1,1,0.1544327735900879
166,8,agent_2,1,0.15442466735839844
125,8,agent_1,1,0.15433311462402344
177,12,agent_1,1,0.15417957305908203
10,6,agent_0,1,0.15411758422851562
284,1,agent_2,1,0.15369415283203125
37,1,agent_2,1,0.15364837646484375
139,7,agent_1,1,0.1531982421875
42,13,agent_2,1,0.1525897979736328
143,4,agent_0,1,0.15198135375976562
65,3,agent_1,1,0.1516551971435547
248,10,agent_2,1,0.1516132354736328
90,16,agent_1,1,0.151031494140625
166,4,agent_1,1,0.1510019302368164
266,5,agent_1,1,0.15012264251708984
232,11,agent_2,1,0.15011310577392578
260,20,agent_0,1,0.1498112678527832
265,14,agent_1,1,0.14980506896972656
206,15,agent_2,1,0.14932966232299805
95,12,agent_1,1,0.14916229248046875
284,19,agent_0,1,0.149003267288208
248,20,agent_2,1,0.14894914627075195
200,11,agent_2,1,0.14875316619873047
78,3,agent_2,1,0.1487293243408203
109,16,agent_0,1,0.1486825942993164
155,11,agent_2,1,0.14854812622070312
55,13,agent_0,1,0.14849185943603516
65,17,agent_0,1,0.14841556549072266
29,15,agent_1,1,0.14827346801757812
262,11,agent_0,1,0.14826297760009766
243,12,agent_1,1,0.14809417724609375
212,13,agent_0,1,0.14808273315429688
89,20,agent_0,1,0.1480724811553955
245,21,agent_0,1,0.14790725708007812
251,7,agent_1,1,0.1472320556640625
143,14,agent_2,1,0.14689397811889648
50,17,agent_0,1,0.14638328552246094
3,14,agent_1,1,0.14629650115966797
165,16,agent_2,1,0.14618587493896484
178,17,agent_0,1,0.1461648941040039
45,22,agent_2,1,0.14571571350097656
13,9,agent_2,1,0.14554691314697266
215,6,agent_2,1,0.1455249786376953
100,8,agent_1,1,0.1453838348388672
156,19,agent_0,1,0.14526796340942383
98,11,agent_1,1,0.1451725959777832
212,14,agent_1,1,0.14491844177246094
230,14,agent_2,1,0.1448049545288086
291,5,agent_1,1,0.14476394653320312
216,7,agent_1,1,0.1446990966796875
258,14,agent_1,1,0.1442241668701172
106,22,agent_2,1,0.1441640853881836
238,10,agent_0,1,0.1440410614013672
217,12,agent_1,1,0.14395380020141602
273,21,agent_2,1,0.14357829093933105
237,20,agent_0,1,0.14350080490112305
88,14,agent_1,1,0.14326095581054688
299,21,agent_2,1,0.14249706268310547
147,0,agent_2,1,0.142333984375
93,13,agent_2,1,0.14225101470947266
161,1,agent_0,1,0.14218711853027344
231,18,agent_2,1,0.1418781280517578
83,9,agent_0,1,0.14186763763427734
28,19,agent_1,1,0.14121341705322266
116,3,agent_1,1,0.14093494415283203
103,15,agent_0,1,0.14080238342285156
21,1,agent_0,1,0.1407909393310547
198,9,agent_2,1,0.14075279235839844
170,21,agent_0,1,0.14065289497375488
284,18,agent_2,1,0.1405038833618164
141,16,agent_1,1,0.14044618606567383
133,21,agent_2,1,0.14011847972869873
85,7,agent_1,1,0.14011192321777344
242,8,agent_2,1,0.13991832733154297
95,16,agent_1,1,0.13983917236328125
126,14,agent_2,1,0.13965225219726562
264,21,agent_1,1,0.13961029052734375
92,12,agent_1,1,0.13912010192871094
146,2,agent_1,1,0.13886451721191406
198,14,agent_1,1,0.13886260986328125
195,9,agent_2,1,0.1386852264404297
109,15,agent_0,1,0.13866806030273438
226,13,agent_0,1,0.13846683502197266
149,15,agent_1,1,0.13816452026367188
190,3,agent_2,1,0.1378955841064453
184,19,agent_0,1,0.13779878616333008
148,20,agent_0,1,0.1374964714050293
250,22,agent_2,1,0.13746070861816406
296,22,agent_0,1,0.1373884677886963
72,20,agent_1,1,0.1371006965637207
269,11,agent_1,1,0.13663959503173828
275,9,agent_0,1,0.1362295150756836
208,7,agent_0,1,0.13584613800048828
247,22,agent_1,1,0.13581085205078125
56,8,agent_2,1,0.13580036163330078
121,22,agent_0,1,0.13579607009887695
116,8,agent_0,1,0.13576793670654297
212,2,agent_0,1,0.13568878173828125
71,9,agent_0,1,0.13558006286621094
105,17,agent_2,1,0.1355762481689453
172,6,agent_1,1,0.1355752944946289
12,22,agent_0,1,0.1355220079421997
85,9,agent_0,1,0.1353473663330078
66,19,agent_0,1,0.13507795333862305
284,16,agent_2,1,0.13487815856933594
207,22,agent_0,1,0.13484549522399902
9,16,agent_2,1,0.1345663070678711
253,7,agent_1,1,0.13448333740234375
228,20,agent_2,1,0.13406085968017578
227,14,agent_0,1,0.13405561447143555
258,16,agent_1,1,0.13405179977416992
140,10,agent_1,1,0.1340179443359375
175,22,agent_2,1,0.1339726448059082
205,11,agent_0,1,0.13386058807373047
1,11,agent_2,1,0.13368988037109375
248,21,agent_2,1,0.1336231231689453
141,17,agent_0,1,0.1335291862487793
61,11,agent_2,1,0.13324737548828125
275,20,agent_2,1,0.13308334350585938
154,15,agent_0,1,0.1329960823059082
264,20,agent_2,1,0.1328108310699463
144,21,agent_0,1,0.13253450393676758
110,16,agent_2,1,0.1324939727783203
291,16,agent_1,1,0.13234329223632812
73,8,agent_1,1,0.13212871551513672
8,0,agent_1,1,0.13185501098632812
37,18,agent_0,1,0.13141322135925293
88,20,agent_2,1,0.13112258911132812
212,2,agent_1,1,0.1310901641845703
151,19,agent_1,1,0.1308431625366211
219,20,agent_0,1,0.13070297241210938
61,14,agent_1,1,0.13054466247558594
207,20,agent_1,1,0.13050079345703125
231,17,agent_2,1,0.13039112091064453
214,2,agent_0,1,0.13028717041015625
92,22,agent_0,1,0.1301567554473877
34,17,agent_1,1,0.1301422119140625
238,0,agent_0,1,0.1298198699951172
216,8,agent_2,1,0.12980079650878906
125,17,agent_0,1,0.12975025177001953
174,15,agent_1,1,0.12959003448486328
232,17,agent_1,1,0.12935352325439453
149,7,agent_2,1,0.1292438507080078
80,8,agent_0,1,0.129241943359375
190,12,agent_1,1,0.129058837890625
20,16,agent_2,1,0.1286334991455078
166,16,agent_1,1,0.12832021713256836
285,17,agent_2,1,0.12828540802001953
32,9,agent_2,1,0.12822914123535156
135,15,agent_0,1,0.12804412841796875
254,16,agent_0,1,0.12794828414916992
127,15,agent_1,1,0.12775039672851562
115,10,agent_2,1,0.127655029296875
134,22,agent_1,1,0.12742531299591064
16,10,agent_1,1,0.12687110900878906
285,16,agent_1,1,0.1267871856689453
215,15,agent_2,1,0.1263256072998047
263,14,agent_2,1,0.12594985961914062
144,17,agent_1,1,0.1258068084716797
162,21,agent_1,1,0.12557220458984375
61,17,agent_2,1,0.12552547454833984
131,17,agent_2,1,0.1254897117614746
16,20,agent_0,1,0.12546896934509277
131,20,agent_2,1,0.12542438507080078
0,6,agent_1,1,0.12539958953857422
285,19,agent_2,1,0.1250920295715332
91,13,agent_1,1,0.12490272521972656
167,18,agent_1,1,0.12456369400024414
130,16,agent_2,1,0.1245427131652832
264,22,agent_1,1,0.1244041919708252
23,20,agent_2,1,0.12416553497314453
73,18,agent_1,1,0.12407875061035156
39,21,agent_1,1,0.12397050857543945
204,21,agent_1,1,0.12385177612304688
196,8,agent_2,1,0.12372016906738281
98,14,agent_1,1,0.1233067512512207
6,20,agent_2,1,0.12321186065673828
210,12,agent_2,1,0.123138427734375
296,10,agent_0,1,0.12313365936279297
135,21,agent_0,1,0.12296533584594727
229,8,agent_2,1,0.1226949691772461
67,12,agent_2,1,0.1226186752319336
262,14,agent_1,1,0.12244129180908203
144,20,agent_0,1,0.12229061126708984
89,10,agent_0,1,0.12222099304199219
170,12,agent_0,1,0.12221813201904297
295,10,agent_2,1,0.12159347534179688
220,8,agent_0,1,0.12152767181396484
133,2,agent_0,1,0.12148666381835938
160,22,agent_1,1,0.1214287281036377
139,1,agent_2,1,0.121307373046875
154,9,agent_0,1,0.1212320327758789
279,10,agent_1,1,0.12117958068847656
243,21,agent_1,1,0.12114238739013672
211,9,agent_1,1,0.12112140655517578
175,6,agent_0,1,0.12109565734863281
262,7,agent_1,1,0.12089157104492188
159,21,agent_2,1,0.12087130546569824
125,7,agent_1,1,0.12064361572265625
217,16,agent_0,1,0.12052249908447266
201,13,agent_0,1,0.1204986572265625
113,21,agent_0,1,0.12047028541564941
89,15,agent_2,1,0.12032318115234375
232,19,agent_1,1,0.1203165054321289
164,1,agent_1,1,0.12009620666503906
21,12,agent_2,1,0.12002944946289062
7,23,agent_1,1,0.11997604370117188
53,11,agent_1,1,0.11994743347167969
64,7,agent_2,1,0.11964988708496094
102,10,agent_0,1,0.1195840835571289
188,14,agent_0,1,0.11951875686645508
25,15,agent_1,1,0.11932659149169922
254,21,agent_1,1,0.11919760704040527
141,11,agent_2,1,0.11883544921875
118,22,agent_2,1,0.11870837211608887
59,19,agent_2,1,0.11865758895874023
108,17,agent_2,1,0.1185760498046875
130,16,agent_1,1,0.11823272705078125
105,15,agent_2,1,0.11813640594482422
128,2,agent_0,1,0.11809921264648438
121,21,agent_0,1,0.11803460121154785
292,8,agent_2,1,0.11798477172851562
59,14,agent_2,1,0.11797428131103516
264,15,agent_2,1,0.11770820617675781
37,5,agent_0,1,0.11767005920410156
65,20,agent_2,1,0.11755132675170898
196,17,agent_0,1,0.11713743209838867
182,3,agent_1,1,0.11700820922851562
170,17,agent_1,1,0.116973876953125
83,20,agent_2,1,0.11677956581115723
179,8,agent_0,1,0.11658287048339844
60,14,agent_1,1,0.11655044555664062
110,13,agent_1,1,0.11651611328125
93,16,agent_2,1,0.11645984649658203
139,8,agent_2,1,0.11644363403320312
174,19,agent_2,1,0.11636948585510254
293,21,agent_1,1,0.11635923385620117
288,15,agent_0,1,0.11627435684204102
87,17,agent_1,1,0.1162557601928711
179,0,agent_2,1,0.1160888671875
16,12,agent_2,1,0.11584329605102539
174,10,agent_0,1,0.11563491821289062
150,11,agent_1,1,0.11536884307861328
2,10,agent_1,1,0.11522674560546875
146,11,agent_0,1,0.1149444580078125
83,21,agent_1,1,0.11490225791931152
136,15,agent_2,1,0.11483001708984375
270,19,agent_0,1,0.11478376388549805
283,15,agent_2,1,0.11477851867675781
54,11,agent_2,1,0.11474227905273438
147,9,agent_2,1,0.1147317886352539
274,8,agent_1,1,0.114532470703125
104,12,agent_1,1,0.11448001861572266
110,14,agent_1,1,0.11444664001464844
114,22,agent_0,1,0.11436331272125244
62,19,agent_1,1,0.11431503295898438
285,9,agent_0,1,0.11406135559082031
273,20,agent_0,1,0.1140451431274414
45,21,agent_1,1,0.11378645896911621
203,19,agent_2,1,0.11377477645874023
96,18,agent_1,1,0.11340713500976562
272,10,agent_2,1,0.11339378356933594
57,7,agent_1,1,0.11326217651367188
196,4,agent_0,1,0.11321544647216797
83,20,agent_1,1,0.11294150352478027
278,8,agent_2,1,0.11287689208984375
160,19,agent_1,1,0.11277627944946289
125,10,agent_1,1,0.1127328872680664
134,19,agent_0,1,0.1126866340637207
47,11,agent_1,1,0.1125946044921875
87,12,agent_1,1,0.11250114440917969
126,13,agent_1,1,0.11246395111083984
83,5,agent_2,1,0.11227226257324219
56,17,agent_2,1,0.11205720901489258
84,16,agent_1,1,0.1118764877319336
268,22,agent_0,1,0.11128342151641846
140,9,agent_1,1,0.1112823486328125
50,22,agent_2,1,0.11113905906677246
228,8,agent_0,1,0.11093521118164062
218,12,agent_1,1,0.11084270477294922
210,13,agent_0,1,0.11071968078613281
285,13,agent_1,1,0.11031961441040039
184,9,agent_1,1,0.1101675033569336
260,15,agent_0,1,0.1101217269897461
271,16,agent_1,1,0.10982084274291992
48,21,agent_0,1,0.10970735549926758
0,16,agent_1,1,0.10936546325683594
113,19,agent_0,1,0.10935163497924805
297,15,agent_1,1,0.1093144416809082
225,21,agent_1,1,0.10910630226135254
95,20,agent_1,1,0.10906267166137695
154,15,agent_1,1,0.10876607894897461
65,19,agent_2,1,0.10831451416015625
292,20,agent_0,1,0.10828852653503418
197,21,agent_0,1,0.1082773208618164
40,17,agent_1,1,0.10823535919189453
