eta,game,true_loss,cert_failure_only,cert_success_inclusive,viol_failure_only,viol_success_inclusive
0.0,63,0.48346813653695736,0.4964209314593626,0.4964209314593626,0,0
0.0,64,0.3282926989087675,0.3321279990902353,0.3321279990902353,0,0
0.0,65,0.50109611035789,0.5097910470213329,0.5097910470213329,0,0
0.0,66,0.4263317949842137,0.4384392697591428,0.4384392697591428,0,0
0.0,67,0.4720595864026583,0.4845141516451028,0.48451415164510275,0,0
0.0,68,0.41150677782041917,0.41862559404117605,0.4186255940411761,0,0
0.0,69,0.44792359345310523,0.453469416319148,0.453469416319148,0,0
0.0,70,0.47636595404764237,0.482034141724475,0.482034141724475,0,0
0.0,71,0.5272606139204923,0.536261860880841,0.536261860880841,0,0
0.0,72,0.402968458939373,0.4096058297627325,0.4096058297627325,0,0
0.0,73,0.34028743979024917,0.34333276960247,0.34333276960247,0,0
0.0,74,0.43365762496399207,0.4410231214399499,0.4410231214399499,0,0
0.0,75,0.36409180175682304,0.37169024580477295,0.37169024580477295,0,0
0.0,76,0.4775003933196718,0.4855791740145856,0.4855791740145856,0,0
0.0,77,0.39099539149161877,0.39756228234333457,0.3975622823433345,0,0
0.0,78,0.42442254398031826,0.4363900863457984,0.4363900863457984,0,0
0.0,79,0.4252716863323839,0.43685689728782373,0.43685689728782373,0,0
0.0,80,0.44763152565549075,0.45206314219971,0.45206314219971,0,0
0.0,81,0.44475211817988825,0.4540400031296139,0.4540400031296139,0,0
0.0,82,0.41920729236666254,0.424732389645825,0.424732389645825,0,0
0.0,83,0.3832462081908732,0.3961009963952135,0.3961009963952135,0,0
0.0,84,0.37293762105981393,0.38227926919246324,0.38227926919246324,0,0
0.0,85,0.38499228187600365,0.3916825205347947,0.3916825205347947,0,0
0.0,86,0.3632061011925357,0.379162662640659,0.379162662640659,0,0
0.0,87,0.47345501069446017,0.4836836197755183,0.4836836197755183,0,0
0.0,88,0.44017832593535655,0.4446328347475386,0.4446328347475386,0,0
0.0,89,0.5788641250237931,0.603036715368432,0.603036715368432,0,0
0.0,90,0.4494590743722664,0.45792054926333703,0.45792054926333703,0,0
0.0,91,0.4911527770217735,0.49880837671682876,0.49880837671682876,0,0
0.0,92,0.48158819462662894,0.4975905169552186,0.4975905169552186,0,0
0.0,93,0.3078294574159022,0.3126748185672952,0.3126748185672951,0,0
0.0,94,0.42975913803133303,0.43571898248502244,0.4357189824850224,0,0
0.0,95,0.5166975065846747,0.526778478724758,0.5267784787247579,0,0
0.0,96,0.4218561718169418,0.4290808565693023,0.4290808565693023,0,0
0.0,97,0.41542108259051097,0.42236541040839026,0.42236541040839026,0,0
0.0,98,0.3743881521749146,0.38039968731726126,0.3803996873172613,0,0
0.0,99,0.43325530800796863,0.4443319039184309,0.44433190391843086,0,0
0.0,100,0.313520654515184,0.31805154337095276,0.31805154337095276,0,0
0.0,101,0.541713718432539,0.5510431173905628,0.5510431173905628,0,0
0.0,102,0.4427260195189296,0.45186979184048687,0.451869791840487,0,0
0.0,103,0.3327102092946684,0.3399463748054465,0.3399463748054465,0,0
0.0,104,0.4778220007877291,0.482987075941653,0.4829870759416529,0,0
0.0,105,0.3748364380111204,0.3877357490421134,0.3877357490421134,0,0
0.0,106,0.47101485575867713,0.4762403797400056,0.4762403797400056,0,0
0.0,107,0.44875822181250385,0.45751905259808884,0.45751905259808884,0,0
0.0,108,0.44739962657380045,0.45272595697797624,0.4527259569779762,0,0
0.0,109,0.47404233248173017,0.48374960871331785,0.48374960871331785,0,0
0.0,110,0.5490633591308909,0.5730514587092809,0.5730514587092809,0,0
0.0,111,0.48454744924406373,0.49007057782645386,0.49007057782645386,0,0
0.0,112,0.35593395715210424,0.35906330477001813,0.35906330477001813,0,0
0.0,113,0.4762580361686894,0.4868374311751426,0.4868374311751426,0,0
0.0,114,0.6003596855013055,0.6073456076628639,0.6073456076628639,0,0
0.0,115,0.3607390087210687,0.36525280132918053,0.36525280132918053,0,0
0.0,116,0.2926969277245605,0.2975497850046441,0.2975497850046441,0,0
0.0,117,0.4703238081719353,0.47692650527056457,0.47692650527056457,0,0
0.0,118,0.3706371888813152,0.37452902111870157,0.37452902111870157,0,0
0.0,119,0.47903016396684905,0.48786768342908,0.48786768342908005,0,0
0.0,120,0.47232178835601,0.4800060342772725,0.4800060342772725,0,0
0.0,121,0.3644838673948058,0.3764519940398098,0.3764519940398098,0,0
0.0,122,0.48542749409982705,0.49374541161017244,0.4937454116101723,0,0
0.0,123,0.43818799909482276,0.446662500225568,0.4466625002255681,0,0
0.0,124,0.3919406186847222,0.4009887584760205,0.4009887584760205,0,0
0.0,125,0.34541802166319957,0.35118630325075656,0.3511863032507565,0,0
0.0,126,0.5415877323289926,0.5521525556132428,0.5521525556132428,0,0
