m_F,Bhat,Bhat_capped,true_loss,Rmax,C2_exact,covered,Xbar,ratio_L,ratio_Rmax,ratio_XC2,jensen_pop_bound,game,K,repeat
267,0.5236501073009907,0.5236501073009907,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.31127004473006925,1.6844722907107776,0.131154901563977,0.9756455736297855,2.2585601448435315,0,100,6
290,0.5897535511458813,0.5897535511458813,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.3715614717165258,1.8971131704218387,0.14771135891906578,1.1646231667617255,2.2585601448435315,0,100,7
279,0.5087494117218246,0.5087494117218246,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.2993333940525514,1.6365398861042133,0.127422830788716,0.9382313071603456,2.2585601448435315,0,100,8
262,0.5541573820633741,0.5541573820633741,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.33844094350647586,1.782607779056619,0.13879584073816825,1.0608101038232791,2.2585601448435315,0,100,9
253,0.4743716727918329,0.4743716727918329,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.2700510500174689,1.5259539283483126,0.11881248410399065,0.8464486578915804,2.2585601448435315,0,100,10
293,0.5379468872690727,0.5379468872690727,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.32527849891628957,1.7304620257778622,0.13473571391033606,1.0195537059784465,2.2585601448435315,0,100,11
253,0.5483474422575356,0.5483474422575356,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.3335690234512474,1.7639184243192063,0.1373406666196048,1.0455395459349226,2.2585601448435315,0,100,12
266,0.5276674392915846,0.5276674392915846,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.31565580480735694,1.6973952030264465,0.13216109400895112,0.9893923105190311,2.2585601448435315,0,100,13
284,0.5312854390543442,0.5312854390543442,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.31983282220015585,1.7090335475301435,0.13306726856353876,1.0024847638381191,2.2585601448435315,0,100,14
256,0.5124107076499692,0.5124107076499692,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.3021755615965302,1.6483175052683527,0.12833984942455173,0.9471398039166007,2.2585601448435315,0,100,15
292,0.5728646062415387,0.5728646062415387,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.3562451514958728,1.8427849857923377,0.1434813055388317,1.116615655982668,2.2585601448435315,0,100,16
287,0.532647748698384,0.532647748698384,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.3208483142899312,1.7134158112110982,0.13340847652811766,1.0056677246762062,2.2585601448435315,0,100,17
253,0.47931076196003974,0.47931076196003974,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.27347478776001105,1.5418419396925211,0.12004954248446287,0.8571800296709536,2.2585601448435315,0,100,18
268,0.49162116939897527,0.49162116939897527,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.28324438152114834,1.5814419319948765,0.1231328422935432,0.8878018677520338,2.2585601448435315,0,100,19
286,0.5408728747247138,0.5408728747247138,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.3276816372599633,1.7398743121944518,0.13546856508590444,1.0270861085578804,1.5970431941365322,0,200,0
274,0.5600013450196046,0.5600013450196046,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.34407088955750065,1.8014065791150182,0.1402595363921584,1.0784566202081762,1.5970431941365322,0,200,1
283,0.509738298869027,0.509738298869027,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.29997655638636417,1.6397209281299432,0.1276705102881392,0.9402472367196902,1.5970431941365322,0,200,2
273,0.543680536669387,0.543680536669387,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.3293060518398075,1.7489059703217873,0.13617178011602546,1.0321776775070834,1.5970431941365322,0,200,3
252,0.49340033942227896,0.49340033942227896,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.2840820035990261,1.5871651478654227,0.12357845829938094,0.8904273123988667,1.5970431941365322,0,200,4
269,0.5333530475509841,0.5333530475509841,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.32011281855055973,1.7156846093213447,0.13358512769326825,1.003362385069359,1.5970431941365322,0,200,5
275,0.5166731874747749,0.5166731874747749,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.30592084212459747,1.6620290066210524,0.1294074422962925,0.9588790201729527,1.5970431941365322,0,200,6
301,0.588211974146491,0.588211974146491,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.3694165531935494,1.8921542413520933,0.14732525114062867,1.1579001290066686,1.5970431941365322,0,200,7
273,0.4810127319683539,0.4810127319683539,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.2738449501142653,1.5473168193471876,0.12047582275404177,0.858340267440591,1.5970431941365322,0,200,8
251,0.5151586488498432,0.5151586488498432,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.30402579391575885,1.6571570543167589,0.1290281066263514,0.9529391765289175,1.5970431941365322,0,200,9
275,0.5440949280983574,0.5440949280983574,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.32971722583559565,1.7502389804174148,0.13627556977694177,1.0334664622641592,1.5970431941365322,0,200,10
244,0.46902529171618385,0.46902529171618385,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.2642537895992965,1.5087557445764628,0.11747341422904223,0.8282777109536125,1.5970431941365322,0,200,11
306,0.5597912838356486,0.5597912838356486,0.3108689351488424,3.9926079853413303,0.3190400829391581,1,0.3438594003089996,1.8007308564544202,0.14020692386803202,1.077793727801201,1.5970431941365322,0,200,12
