setting,game_seed,H,N,drift_rate,naive,true_loss,ctilde,naive_violation,joint_violation
"N=3,H=3",3300055,3,3,1.0,0.3763175877012407,0.3458174944158734,0.357939908956291,0,0
"N=3,H=3",3300056,3,3,1.0,0.37098128803816877,0.3418339701572319,0.3502087692329895,0,0
"N=3,H=3",3300057,3,3,1.0,0.40198810326784373,0.36480388475518627,0.37762571946683193,0,0
"N=3,H=3",3300058,3,3,1.0,0.41971075575909983,0.391213326971347,0.4005144734418559,0,0
"N=3,H=3",3300059,3,3,1.0,0.2949213715784623,0.28439066223937304,0.2900154254366299,0,0
"N=3,H=3",3300060,3,3,1.0,0.27988886918752565,0.26372719549091167,0.2662318369315059,0,0
"N=3,H=3",3300061,3,3,1.0,0.4009399781701066,0.3603161286393746,0.37526295098661405,0,0
"N=3,H=3",3300062,3,3,1.0,0.44033078664282976,0.40742149449013565,0.411746027371988,0,0
"N=3,H=3",3300063,3,3,1.0,0.27959008833397203,0.2667482452517359,0.27022930564011755,0,0
"N=3,H=3",3300064,3,3,1.0,0.2897930181630362,0.2743602595248528,0.28168169046879377,0,0
"N=3,H=3",3300065,3,3,1.0,0.37563665576460115,0.3452765106263561,0.35414307689843527,0,0
"N=3,H=3",3300066,3,3,1.0,0.3487693207119503,0.32189975940315524,0.33185760907346334,0,0
"N=3,H=3",3300067,3,3,1.0,0.32563792639415495,0.3030627036254913,0.31448534587275123,0,0
"N=3,H=3",3300068,3,3,1.0,0.4230876983436557,0.3920743861960099,0.4050346518648718,0,0
"N=3,H=3",3300069,3,3,1.0,0.40249110773435054,0.3621034011910429,0.37615342483214453,0,0
"N=3,H=3",3300070,3,3,1.0,0.29969718477737994,0.2795133214629385,0.2877107570902593,0,0
"N=3,H=3",3300071,3,3,1.0,0.33902438246965655,0.3244444913256359,0.32883903137304143,0,0
"N=3,H=3",3300072,3,3,1.0,0.3764970742503146,0.33352543509660176,0.34780914930092127,0,0
"N=3,H=3",3300073,3,3,1.0,0.33611501091568313,0.31104787753147556,0.32181069940479506,0,0
"N=3,H=3",3300074,3,3,1.0,0.3143682033400034,0.3004119192355415,0.3069896809058628,0,0
"N=3,H=3",3300075,3,3,1.0,0.39430173664930235,0.3715339303774522,0.3782482426012199,0,0
"N=3,H=3",3300076,3,3,1.0,0.2860097830094806,0.27349392670373857,0.2819483227297029,0,0
"N=3,H=3",3300077,3,3,1.0,0.32360472973395127,0.3050010759091254,0.3132610238047234,0,0
"N=3,H=3",3300078,3,3,1.0,0.4164076461123901,0.3838736151601615,0.39534944994241916,0,0
"N=3,H=3",3300079,3,3,1.0,0.2964522028499757,0.28459809045465445,0.28803134083053045,0,0
"N=3,H=4",3400000,4,3,1.0,0.509054964650395,0.47731883573364486,0.4825832627762863,0,0
"N=3,H=4",3400001,4,3,1.0,0.4026822209539868,0.3819341382572199,0.387992021326903,0,0
"N=3,H=4",3400002,4,3,1.0,0.5331847183168326,0.4991208150831294,0.5104394892879714,0,0
"N=3,H=4",3400003,4,3,1.0,0.5485265721379241,0.5083215403517098,0.5162004584966742,0,0
"N=3,H=4",3400004,4,3,1.0,0.5434332918272724,0.49674742215449186,0.512814413712292,0,0
"N=3,H=4",3400005,4,3,1.0,0.6187174105046254,0.572230508800775,0.5916848433499233,0,0
"N=3,H=4",3400006,4,3,1.0,0.5243735962871601,0.4879322208049924,0.4982452925312872,0,0
"N=3,H=4",3400007,4,3,1.0,0.3535367574466946,0.3441016113247874,0.3492613120419147,0,0
"N=3,H=4",3400008,4,3,1.0,0.5244840455141909,0.4924988607609063,0.5040472928524623,0,0
"N=3,H=4",3400009,4,3,1.0,0.551872693846901,0.5210912688932906,0.5320185304535671,0,0
"N=3,H=4",3400010,4,3,1.0,0.5558360225894063,0.5136420464720874,0.5281108906116085,0,0
"N=3,H=4",3400011,4,3,1.0,0.5422980536722535,0.4983249643401457,0.5201248279572918,0,0
"N=3,H=4",3400012,4,3,1.0,0.5288510150465796,0.4882845104198874,0.49877490388067725,0,0
"N=3,H=4",3400013,4,3,1.0,0.44468745778570085,0.417725550071641,0.42503808061674214,0,0
"N=3,H=4",3400014,4,3,1.0,0.5298091292199164,0.48954796314093035,0.5023094114105612,0,0
"N=3,H=4",3400015,4,3,1.0,0.42445080073581337,0.40246302512281446,0.41204684476363695,0,0
"N=3,H=4",3400016,4,3,1.0,0.49641128077887475,0.4684778753392317,0.48031764241048236,0,0
"N=3,H=4",3400017,4,3,1.0,0.41287185380186747,0.38587391197584986,0.392865000000761,0,0
"N=3,H=4",3400018,4,3,1.0,0.47317287459258833,0.45787924902915844,0.4626455536612417,0,0
"N=3,H=4",3400019,4,3,1.0,0.49862261787491075,0.4702327673029981,0.47978154501163534,0,0
"N=3,H=4",3400020,4,3,1.0,0.4255807694231462,0.4052399298263175,0.4170372680545446,0,0
"N=3,H=4",3400021,4,3,1.0,0.45019327868383047,0.4124354462329116,0.4395715863268385,0,0
"N=3,H=4",3400022,4,3,1.0,0.3230898538065178,0.31809160921882623,0.3253165881759544,0,0
"N=3,H=4",3400023,4,3,1.0,0.5529893496295095,0.5237801160121294,0.5370532438643134,0,0
"N=3,H=4",3400024,4,3,1.0,0.5025832600321448,0.46721956796823944,0.47899500280507035,0,0
"N=3,H=4",3400025,4,3,1.0,0.5012730621947686,0.46611139864244044,0.4769077969894708,0,0
"N=3,H=4",3400026,4,3,1.0,0.661864674209891,0.5936580467068555,0.6108026628883596,0,0
"N=3,H=4",3400027,4,3,1.0,0.48833755375451754,0.4543163314910819,0.46544161299485004,0,0
"N=3,H=4",3400028,4,3,1.0,0.30154825952007147,0.2871686042146922,0.29335501808034875,0,0
"N=3,H=4",3400029,4,3,1.0,0.5390798159098892,0.5022125904584042,0.5129581969971986,0,0
"N=3,H=4",3400030,4,3,1.0,0.611588139409795,0.5646661519216662,0.5870411524318551,0,0
"N=3,H=4",3400031,4,3,1.0,0.4487692395661839,0.42866594605679403,0.4348967906780022,0,0
"N=3,H=4",3400032,4,3,1.0,0.603366989964538,0.5525385333439378,0.5665418334109631,0,0
"N=3,H=4",3400033,4,3,1.0,0.39730315081901196,0.3723052225485449,0.38216408665746665,0,0
"N=3,H=4",3400034,4,3,1.0,0.48840028300120675,0.4644637953093224,0.47554362492904734,0,0
"N=3,H=4",3400035,4,3,1.0,0.43873919561814534,0.4131994679271217,0.42045076579106555,0,0
"N=3,H=4",3400036,4,3,1.0,0.48248641289312166,0.455465680840673,0.4622301872509137,0,0
"N=3,H=4",3400037,4,3,1.0,0.5292644674433277,0.4921370345016184,0.49612352132197735,0,0
"N=3,H=4",3400038,4,3,1.0,0.5297123468196654,0.49935503637104284,0.5054915749108321,0,0
"N=3,H=4",3400039,4,3,1.0,0.44459120034739785,0.4179688850614212,0.42631434052964445,0,0
"N=3,H=4",3400040,4,3,1.0,0.5166413216620241,0.4842486455514122,0.4898073340725921,0,0
"N=3,H=4",3400041,4,3,1.0,0.43336334282830596,0.4143311603189416,0.419818022274784,0,0
"N=3,H=4",3400042,4,3,1.0,0.4419379693230963,0.4165805428231305,0.4296439716967548,0,0
"N=3,H=4",3400043,4,3,1.0,0.5239620852627095,0.4827293819917855,0.4949004325028795,0,0
"N=3,H=4",3400044,4,3,1.0,0.5328051788515819,0.5039968093264393,0.5115870947927381,0,0
"N=3,H=4",3400045,4,3,1.0,0.44481138878301635,0.4158553767998211,0.4175497492890773,0,0
"N=3,H=4",3400046,4,3,1.0,0.5417510660314099,0.4956112368075174,0.5048593219497948,0,0
"N=3,H=4",3400047,4,3,1.0,0.5266345041640513,0.5017255310166734,0.512568896527974,0,0
"N=3,H=4",3400048,4,3,1.0,0.49038366513955733,0.45287206772148125,0.46689828521566873,0,0
"N=3,H=4",3400049,4,3,1.0,0.44342164355978064,0.42045585017282405,0.4286387432087681,0,0
"N=3,H=4",3400050,4,3,1.0,0.5097291475793679,0.47633411917289353,0.4870515898592339,0,0
"N=3,H=4",3400051,4,3,1.0,0.5422102595124374,0.5033299960722469,0.5186718403751145,0,0
"N=3,H=4",3400052,4,3,1.0,0.5110987872008257,0.4502998530336946,0.47199618160549184,0,0
"N=3,H=4",3400053,4,3,1.0,0.5327921331613485,0.5003864401294036,0.5071227404977315,0,0
"N=3,H=4",3400054,4,3,1.0,0.4297024668040323,0.41359145417964593,0.41917838559457676,0,0
"N=3,H=4",3400055,4,3,1.0,0.5923035739800004,0.5574870829685317,0.5708514050790454,0,0
"N=3,H=4",3400056,4,3,1.0,0.5377072649987664,0.4929638484231373,0.5089173031069782,0,0
"N=3,H=4",3400057,4,3,1.0,0.43317215256268526,0.4130983241187316,0.42353772449822896,0,0
"N=3,H=4",3400058,4,3,1.0,0.735023486417939,0.6645459771905886,0.678826160740288,0,0
"N=3,H=4",3400059,4,3,1.0,0.5667847568899311,0.529995616214967,0.5396930767184981,0,0
"N=3,H=4",3400060,4,3,1.0,0.44319550198403457,0.4214240236245083,0.4301527945082963,0,0
"N=3,H=4",3400061,4,3,1.0,0.693723747250301,0.6321454926766915,0.6586529922125897,0,0
"N=3,H=4",3400062,4,3,1.0,0.5202090940029986,0.4875441238684485,0.4974880807224837,0,0
"N=3,H=4",3400063,4,3,1.0,0.38135369449362655,0.3547176419239796,0.3668910683278729,0,0
"N=3,H=4",3400064,4,3,1.0,0.5447973307889521,0.5000548826378587,0.5137254600574113,0,0
"N=3,H=4",3400065,4,3,1.0,0.5107899303820385,0.4733809933071306,0.4831355344997984,0,0
"N=3,H=4",3400066,4,3,1.0,0.47513750354291673,0.4576021977160992,0.461773604372042,0,0
"N=3,H=4",3400067,4,3,1.0,0.30446642650526107,0.28656658258266293,0.2925147480564509,0,0
"N=3,H=4",3400068,4,3,1.0,0.38591915313616304,0.35862087192356895,0.3680441002654107,0,0
"N=3,H=4",3400069,4,3,1.0,0.508461295553415,0.47372647192606265,0.48127958733797394,0,0
"N=3,H=4",3400070,4,3,1.0,0.5226513195255292,0.4841757138238662,0.5004876446378358,0,0
"N=3,H=4",3400071,4,3,1.0,0.5457062499229066,0.5183007669480462,0.5294155479128971,0,0
"N=3,H=4",3400072,4,3,1.0,0.4239615837664757,0.39394146608109964,0.40532349972377224,0,0
"N=3,H=4",3400073,4,3,1.0,0.7528386559196925,0.6656676957256092,0.6883000080440221,0,0
"N=3,H=4",3400074,4,3,1.0,0.5203105730749807,0.48152084683901175,0.4977245323419218,0,0
"N=3,H=4",3400075,4,3,1.0,0.4213682023956903,0.39478915120742264,0.40108099574632167,0,0
"N=3,H=4",3400076,4,3,1.0,0.4092115373285489,0.381608928216877,0.3893866175215242,0,0
"N=3,H=4",3400077,4,3,1.0,0.43794214863789,0.4075212356407754,0.4187155302129419,0,0
"N=3,H=4",3400078,4,3,1.0,0.44982424452786907,0.41930597335200515,0.43338086278330973,0,0
"N=3,H=4",3400079,4,3,1.0,0.47815794964476865,0.43327209130433375,0.45163811640071583,0,0
"N=3,H=5",3500000,5,3,1.0,0.7854793065986162,0.7301487780000322,0.7458889855163154,0,0
"N=3,H=5",3500001,5,3,1.0,0.6626353845512293,0.628643563721579,0.6408667583899412,0,0
"N=3,H=5",3500002,5,3,1.0,0.6909102578500026,0.645468382255729,0.6561463955868995,0,0
"N=3,H=5",3500003,5,3,1.0,0.49774920177280907,0.46764222040043035,0.476436318316322,0,0
"N=3,H=5",3500004,5,3,1.0,0.7030892596769812,0.6581838398093909,0.6690059582372716,0,0
"N=3,H=5",3500005,5,3,1.0,0.7077984785400983,0.649279568260071,0.6619049951647643,0,0
"N=3,H=5",3500006,5,3,1.0,0.641856646544041,0.604456298846808,0.6201329861123056,0,0
"N=3,H=5",3500007,5,3,1.0,0.47928678869630387,0.45085472908177343,0.46134482212722416,0,0
"N=3,H=5",3500008,5,3,1.0,0.6734322975442188,0.6352229616780081,0.6459163811818005,0,0
"N=3,H=5",3500009,5,3,1.0,0.5310380824108767,0.49163065766592834,0.5028945752356621,0,0
"N=3,H=5",3500010,5,3,1.0,0.6443589274971097,0.6072295882007365,0.6215263193520548,0,0
"N=3,H=5",3500011,5,3,1.0,0.5881429578446272,0.5529745665096845,0.5644861335250954,0,0
"N=3,H=5",3500012,5,3,1.0,0.6219533395782433,0.5846469812960424,0.5933190360337249,0,0
"N=3,H=5",3500013,5,3,1.0,0.5650087464616395,0.5233125648534956,0.5382905040938324,0,0
"N=3,H=5",3500014,5,3,1.0,0.6348127791156624,0.5838325501828604,0.6068635885199385,0,0
"N=3,H=5",3500015,5,3,1.0,0.6408576726040704,0.612480851600956,0.6284474046417825,0,0
"N=3,H=5",3500016,5,3,1.0,0.5115832713339716,0.49084717756296936,0.49773453782500715,0,0
"N=3,H=5",3500017,5,3,1.0,0.4884295203938506,0.4575727335018274,0.46587830107734285,0,0
"N=3,H=5",3500018,5,3,1.0,0.6008964096032409,0.5680904248104971,0.5783745247725471,0,0
"N=3,H=5",3500019,5,3,1.0,0.7208541784736212,0.649272846261109,0.6735951721124056,0,0
"N=3,H=5",3500020,5,3,1.0,0.5401287926759908,0.50757217868512,0.5159425516615901,0,0
"N=3,H=5",3500021,5,3,1.0,0.6418779946082087,0.5984455033461656,0.6096494298640011,0,0
"N=3,H=5",3500022,5,3,1.0,0.5440114448139421,0.5211106582721201,0.528545209845195,0,0
"N=3,H=5",3500023,5,3,1.0,0.5495183211431011,0.5191666754587512,0.5322378328456758,0,0
"N=3,H=5",3500024,5,3,1.0,0.6754444487574209,0.6357260620631906,0.6453454436943232,0,0
"N=3,H=5",3500025,5,3,1.0,0.6241193491351251,0.5875525677464039,0.599420716141759,0,0
"N=3,H=5",3500026,5,3,1.0,0.5428015513800928,0.5060062469236238,0.5163822650790186,0,0
"N=3,H=5",3500027,5,3,1.0,0.4894531310426827,0.4588837108223378,0.47255532843954545,0,0
"N=3,H=5",3500028,5,3,1.0,0.5907808887214785,0.5561563635301303,0.5699248897105547,0,0
"N=3,H=5",3500029,5,3,1.0,0.6574734215420484,0.6145313967507403,0.629941595406156,0,0
"N=3,H=5",3500030,5,3,1.0,0.6481514048901106,0.6134079763035153,0.6218878698356182,0,0
"N=3,H=5",3500031,5,3,1.0,0.5355462686946341,0.49744103166236203,0.5079057709068836,0,0
"N=3,H=5",3500032,5,3,1.0,0.6995627505659258,0.649128700813458,0.6673299897663002,0,0
"N=3,H=5",3500033,5,3,1.0,0.6753899165435364,0.6278585127610063,0.6412499612826846,0,0
"N=3,H=5",3500034,5,3,1.0,0.5369841015524667,0.5091480476119135,0.5205327208202958,0,0
"N=3,H=5",3500035,5,3,1.0,0.7578657182393885,0.7029896764724544,0.7255221381533721,0,0
"N=3,H=5",3500036,5,3,1.0,0.6020676210059149,0.5652542563324985,0.5787261706659075,0,0
"N=3,H=5",3500037,5,3,1.0,0.6123886780807759,0.5810287024321481,0.5977673889508397,0,0
"N=3,H=5",3500038,5,3,1.0,0.6038296132045199,0.5695350620377818,0.5861914293152135,0,0
"N=3,H=5",3500039,5,3,1.0,0.5789812874586422,0.5410382157083681,0.5542242091460359,0,0
"N=3,H=5",3500040,5,3,1.0,0.5220314705764499,0.487849996242453,0.4987809572391953,0,0
"N=3,H=5",3500041,5,3,1.0,0.6837443646422188,0.6267947230867383,0.6498014879402811,0,0
"N=3,H=5",3500042,5,3,1.0,0.5898272582678149,0.5501839088860465,0.5663799153602834,0,0
"N=3,H=5",3500043,5,3,1.0,0.6507521165382765,0.6033478393363457,0.6151852217267084,0,0
"N=3,H=5",3500044,5,3,1.0,0.6617566989265836,0.6140025537674834,0.6257340368025587,0,0
"N=3,H=5",3500045,5,3,1.0,0.623272931427692,0.5829942291834516,0.5973985008680349,0,0
"N=3,H=5",3500046,5,3,1.0,0.6218755353066436,0.587878030681283,0.6016426632995229,0,0
"N=3,H=5",3500047,5,3,1.0,0.5953429972697638,0.5593786198836027,0.5688303715712697,0,0
"N=3,H=5",3500048,5,3,1.0,0.6395933944171855,0.5980671111086954,0.6113874971871555,0,0
"N=3,H=5",3500049,5,3,1.0,0.5743167778454342,0.5300699696539193,0.5472232878043486,0,0
"N=3,H=5",3500050,5,3,1.0,0.6157386130471649,0.5725539821818411,0.5857229955566974,0,0
"N=3,H=5",3500051,5,3,1.0,0.5835614889751554,0.5487569291355601,0.5588771762209793,0,0
"N=3,H=5",3500052,5,3,1.0,0.55321082476989,0.5128198959291698,0.5279913862267631,0,0
"N=3,H=5",3500053,5,3,1.0,0.6820458346210674,0.6400345663626777,0.6499885166583086,0,0
"N=3,H=5",3500054,5,3,1.0,0.5431902467195627,0.5093303435838903,0.5218461884797625,0,0
"N=3,H=5",3500055,5,3,1.0,0.5188347865237317,0.4834292595201482,0.49469881915809266,0,0
"N=3,H=5",3500056,5,3,1.0,0.5179945613005681,0.4829242533938566,0.4970527258719274,0,0
"N=3,H=5",3500057,5,3,1.0,0.5575227758816415,0.5221373872618545,0.5326929583908593,0,0
"N=3,H=5",3500058,5,3,1.0,0.5972739189451176,0.56423832624739,0.5740874878335119,0,0
"N=3,H=5",3500059,5,3,1.0,0.48516589194908816,0.46543518489864816,0.47548078298406615,0,0
"N=3,H=5",3500060,5,3,1.0,0.7510032451123901,0.6833660028951313,0.6989190681437432,0,0
"N=3,H=5",3500061,5,3,1.0,0.5277731593023007,0.4938086209359863,0.5055080389558272,0,0
"N=3,H=5",3500062,5,3,1.0,0.6982052466730264,0.6640631173628008,0.6760784754363598,0,0
"N=3,H=5",3500063,5,3,1.0,0.5830326759634994,0.5471673286366021,0.5591966307451511,0,0
"N=3,H=5",3500064,5,3,1.0,0.6234551112596134,0.5955039057440253,0.6057375041386149,0,0
"N=3,H=5",3500065,5,3,1.0,0.6331414997016787,0.6000104346926005,0.6169066738807094,0,0
"N=3,H=5",3500066,5,3,1.0,0.6125635165871234,0.5816211878423576,0.5937801185802268,0,0
"N=3,H=5",3500067,5,3,1.0,0.7135567136246613,0.6586805875060413,0.6704442610312373,0,0
"N=3,H=5",3500068,5,3,1.0,0.5651028633759451,0.5284006743544749,0.5450579490851664,0,0
"N=3,H=5",3500069,5,3,1.0,0.6491775963980704,0.6017378022837689,0.6128198013004419,0,0
"N=3,H=5",3500070,5,3,1.0,0.6483723487933792,0.5839174273702404,0.6029235250698095,0,0
"N=3,H=5",3500071,5,3,1.0,0.764943323731649,0.6968631571722034,0.7150503008745532,0,0
"N=3,H=5",3500072,5,3,1.0,0.6367658398804139,0.593185733204405,0.6037954056596726,0,0
"N=3,H=5",3500073,5,3,1.0,0.5083323993213731,0.48061715383869036,0.49102543239792673,0,0
"N=3,H=5",3500074,5,3,1.0,0.6794648021126565,0.6320528565111194,0.6449842013778576,0,0
"N=3,H=5",3500075,5,3,1.0,0.6319951019642948,0.5842541036518409,0.5956345198325336,0,0
"N=3,H=5",3500076,5,3,1.0,0.5818639536491806,0.5367164102542769,0.5511861623705333,0,0
"N=3,H=5",3500077,5,3,1.0,0.6378223538199438,0.5883041397494694,0.5998201437079526,0,0
"N=3,H=5",3500078,5,3,1.0,0.6125900214492276,0.5575348382566758,0.572207872476028,0,0
"N=3,H=5",3500079,5,3,1.0,0.5775929778789319,0.5353295459367641,0.5490958023705083,0,0
"N=5,H=3",5300000,3,5,1.0,0.2584384004433435,0.24906382013737066,0.2533190464113318,0,0
"N=5,H=3",5300001,3,5,1.0,0.2875607577196436,0.27474959609461663,0.2771417059573774,0,0
"N=5,H=3",5300002,3,5,1.0,0.2532423764286029,0.24272775306175357,0.2510975509041516,0,0
"N=5,H=3",5300003,3,5,1.0,0.2335813744748602,0.21671693751033522,0.22398130655613624,0,0
"N=5,H=3",5300004,3,5,1.0,0.40369814590271763,0.37804300453367673,0.38890177715524976,0,0
"N=5,H=3",5300005,3,5,1.0,0.14516370487928712,0.13993960317191642,0.14265487532014579,0,0
"N=5,H=3",5300006,3,5,1.0,0.22272146934500248,0.2143855469064748,0.2187526152923599,0,0
"N=5,H=3",5300007,3,5,1.0,0.2864741587379985,0.2756506127293719,0.2792941600354649,0,0
"N=5,H=3",5300008,3,5,1.0,0.29622280354711267,0.28533099837675296,0.2871890791945999,0,0
"N=5,H=3",5300009,3,5,1.0,0.16769313937945426,0.16669143917427418,0.1676091323536605,0,0
"N=5,H=3",5300010,3,5,1.0,0.2513714037963501,0.2430021165323611,0.24577592164170045,0,0
"N=5,H=3",5300011,3,5,1.0,0.331178055190419,0.31007118571609293,0.32053831424644325,0,0
"N=5,H=3",5300012,3,5,1.0,0.23914872379019309,0.22784010041239863,0.2315726757064132,0,0
"N=5,H=3",5300013,3,5,1.0,0.2733562424156394,0.25932100412468684,0.26517446963480973,0,0
"N=5,H=3",5300014,3,5,1.0,0.3661524209899475,0.34544750057829093,0.3518372646565213,0,0
"N=5,H=3",5300015,3,5,1.0,0.25647575010213836,0.24472648537473243,0.24840832885049893,0,0
"N=5,H=3",5300016,3,5,1.0,0.33400662134173986,0.31767457763638224,0.3208127121832349,0,0
"N=5,H=3",5300017,3,5,1.0,0.2128335887392015,0.20896142139938564,0.21144033467570686,0,0
"N=5,H=3",5300018,3,5,1.0,0.3697360397842226,0.34142788345452324,0.34726663306234484,0,0
"N=5,H=3",5300019,3,5,1.0,0.30166593699836647,0.29162506474892974,0.29690218140960833,0,0
"N=5,H=3",5300020,3,5,1.0,0.29654538380156825,0.2873925677683552,0.29155247473150725,0,0
"N=5,H=3",5300021,3,5,1.0,0.2527302656164699,0.24114585599299623,0.24622923229114094,0,0
"N=5,H=3",5300022,3,5,1.0,0.2677770056976741,0.25755404120255704,0.26153527411559346,0,0
"N=5,H=3",5300023,3,5,1.0,0.40342734685833415,0.38382788788773886,0.39089198306420747,0,0
"N=5,H=3",5300024,3,5,1.0,0.36658264155789944,0.3504318734759532,0.35316334512389125,0,0
"N=5,H=3",5300025,3,5,1.0,0.23175054519618982,0.22155957223894696,0.22562886766843773,0,0
"N=5,H=3",5300026,3,5,1.0,0.4053347508533133,0.37058409340574017,0.37531836154367376,0,0
"N=5,H=3",5300027,3,5,1.0,0.3128969820148235,0.2935085463981915,0.3006462129424873,0,0
