game,true_loss,C0,Cstar,Ctilde,delta_r,r_C0,r_Cstar,r_Ctilde,slack_Ctilde,true_over_range,usable
30,0.28643898333953893,3.0326885090105478,0.6067722679063744,0.2898389258761797,0.9829212620770225,10.58755506549072,2.118329917360162,1.0118696920963812,0.011869692096381147,0.0728540002111312,True
31,0.3079878458165066,2.391080129827172,0.6077576082850473,0.3113949017075544,0.9819035499455326,7.763553537277354,1.9733168582475098,1.0110623063128201,0.01106230631282003,0.0784160129153192,True
32,0.4215299667752828,3.5751335223736485,0.8221881051928033,0.4286797741253664,0.9883765531080269,8.481327080310635,1.9504855407613544,1.016961563622107,0.016961563622106934,0.10662180457684602,True
33,0.4436837364971746,3.6178598327635654,0.9187650860888384,0.45249945708192846,0.987348667037533,8.154141193738807,2.0707657516193163,1.019869379604384,0.019869379604384084,0.11234221286498897,True
34,0.38022818993562885,3.3005923285137344,0.7620827533390896,0.3855329702942111,0.9975812529210029,8.680556612786948,2.0042773616235747,1.0139515703963988,0.013951570396398823,0.09528752390401492,True
35,0.44876152350758036,2.9521615828067387,0.9166747201089905,0.4549692712596756,0.9954330799174919,6.578464124402304,2.0426767271492836,1.0138330659535484,0.01383306595354849,0.11270509604341677,True
36,0.3663611889117562,2.885396240314476,0.6601901695034437,0.3693054296391708,0.9883487986182576,7.8758239891220265,1.8020199450287864,1.008036442768843,0.008036442768843022,0.09267001422573197,True
37,0.40751402799363046,3.6183045490927923,0.7963852156919395,0.41533361930128987,0.9896396349196731,8.878969312804484,1.954252273505508,1.019188520567399,0.019188520567399055,0.10294505535510091,True
38,0.4445198526307079,3.911458474343811,0.8818268460546888,0.44874770188575147,0.9860695202564838,8.799288605886673,1.983773819855197,1.0095110470995228,0.009511047099522689,0.11269992721078254,True
39,0.36218194860058744,3.087913040729718,0.7938698718818128,0.3664677963371562,0.9838437391734527,8.525861249189573,2.191908997533416,1.011833410674189,0.01183341067418899,0.09203238638913938,True
