game,true_loss,adavote,naive_marginal,unweighted,worst_prefix,plugin_alpha,no_logging,viol_adavote,viol_naive_marginal,viol_unweighted,viol_worst_prefix,viol_plugin_alpha,viol_no_logging
40,0.38561304062797913,0.39385914293104674,0.42278164418402336,0.23580944286544192,0.48757944129956,0.38397264437668854,0.7144697667394618,0,0,1,0,1,0
41,0.4368321197733146,0.4476494183495629,0.4778200777573709,0.2577006633024941,0.5034650900671309,0.4827597476920768,0.918159432570865,0,0,1,0,0,0
42,0.3297583529941963,0.3349582458784313,0.345159804892179,0.24378104703005438,0.4449781227830661,0.4047289364838065,0.6880270945352476,0,0,1,0,0,0
43,0.38948687000648985,0.39754268190473085,0.4091739006216992,0.21657964852326536,0.46638188857821034,0.4596680507643523,0.7557848207669247,0,0,1,0,0,0
44,0.44908036595206985,0.4546413828963173,0.465275099937502,0.2674735573055234,0.5275184487754995,0.5499562992514165,0.858918429648129,0,0,1,0,0,0
45,0.36084703125046025,0.3657398919540209,0.37403235247831884,0.22616581921874512,0.4299250416831333,0.39182607724149005,0.7257958979606491,0,0,1,0,0,0
46,0.42308438659072867,0.42748931234190085,0.4325551802621654,0.25322295667188394,0.47562630943567846,0.5521358666867182,0.831500870898602,0,0,1,0,0,0
47,0.4948740116874987,0.5026435225753376,0.5532889322011694,0.27496349856377944,0.5801517183520399,0.5058161718415443,0.9450689772164397,0,0,1,0,0,0
48,0.4871982063309907,0.4968830620287034,0.5231196771449259,0.31523521563697926,0.5881627180093568,0.49406119181047575,0.9478933835843569,0,0,1,0,0,0
49,0.3251811435882116,0.33333894956129334,0.33566933023554407,0.25959748042973885,0.43701115030198345,0.3152457266787696,0.7034818445844863,0,0,1,0,1,0
50,0.39337111139493725,0.40569020521892896,0.404689803262188,0.26707817524345695,0.4475552722564716,0.41696351024783695,0.8233012756402581,0,0,1,0,0,0
51,0.49866461010171276,0.5035024439973699,0.5374362115148505,0.29185925303736104,0.5979707023042191,0.6333955858267154,1.0157308961871396,0,0,1,0,0,0
52,0.43912790359828446,0.4428817982832212,0.46770860936016273,0.2931933015495469,0.4976489550667327,0.5506753410553434,0.8038705445125884,0,0,1,0,0,0
53,0.47289937830013273,0.4859183405927019,0.4951814831584201,0.2819061337033273,0.5720332425633604,0.5232091782939761,0.9656264789790997,0,0,1,0,0,0
54,0.5327917150155408,0.5444329910722017,0.5692450567196562,0.2907803427579896,0.5944962840532507,0.49835080867147163,1.156135625043101,0,0,1,0,1,0
55,0.4340943967666609,0.4404601037894062,0.4601905430544082,0.3105705420444868,0.5263767627542687,0.6967994086795676,0.9002772756636347,0,0,1,0,0,0
56,0.28315972252755944,0.2871413863351285,0.2933960890879526,0.2016240637951525,0.37558300156735547,0.3191381688479195,0.5828822332365793,0,0,1,0,0,0
57,0.4507926026768956,0.4591581884642448,0.4824424905605796,0.242265506268896,0.5112857987061282,0.5423450781897694,0.9739767670999312,0,0,1,0,0,0
58,0.36852062910238154,0.3784344723610013,0.3837470780181351,0.2258386492100474,0.4553303114847823,0.41116440310236946,0.7308864486201647,0,0,1,0,0,0
59,0.42517237553761605,0.43080347453483664,0.44937685741908523,0.24766185810555008,0.5112919931260806,0.386388426417502,0.8857346682627023,0,0,1,0,1,0
60,0.28662346346893885,0.2932425471666975,0.29991085851917987,0.20905388800255065,0.35426633474046293,0.3405122985619541,0.5951113483597599,0,0,1,0,0,0
61,0.4713550831525497,0.47824842061457923,0.5163550122551941,0.30777107162998246,0.5460795068716207,0.37242466863495866,0.8834804762630144,0,0,1,0,1,0
62,0.4262514829035114,0.4374245732711532,0.4530040149511948,0.2890787424771493,0.5156427009646405,0.40406690161534553,0.9008064855645901,0,0,1,0,1,0
63,0.5266731924955388,0.5349922476171907,0.5693289079808068,0.32786423696056205,0.6043178367415594,0.5998623366802656,1.1017187623269848,0,0,1,0,0,0
64,0.39138565341690373,0.39797029153805685,0.42052489204745724,0.23607595444682183,0.45751268248713955,0.5712459208592435,0.7749771547187637,0,0,1,0,0,0
65,0.514661177151912,0.5241153436386066,0.5621921150050906,0.3027731810952468,0.6087886120763432,0.619060028358293,1.0271714193235137,0,0,1,0,0,0
66,0.5383631706038424,0.5524311276739627,0.5722563027026941,0.29613789939284846,0.6338593962644293,0.5707957717611183,1.1215490085248994,0,0,1,0,0,0
67,0.3630620708188775,0.3686383960424341,0.3689821742085705,0.21868372542621103,0.48419214481554496,0.4977102369602074,0.7411401363032528,0,0,1,0,0,0
68,0.33648633849702775,0.34499833640275956,0.3404578415218073,0.23752943689643327,0.4820064338557776,0.5492226186213307,0.7263989116329563,0,0,1,0,0,0
69,0.31281982165039485,0.31804998049401767,0.315667359892296,0.24715448323743872,0.41487770422219206,0.37195787882266995,0.6522081981263903,0,0,1,0,0,0
70,0.3788465707757596,0.38257164475555455,0.41156519878491543,0.24102189289680337,0.46324206753399066,0.46204289685006056,0.7489801057153023,0,0,1,0,0,0
71,0.5079462966563171,0.5139260298726129,0.5310988627695804,0.2971053564820541,0.5976302595706569,0.5352874881574544,1.0797681569250368,0,0,1,0,0,0
72,0.5228802625819229,0.5357973622454213,0.5616828668192704,0.31163321203025357,0.6567257809797187,0.6668457779974294,1.1420866052123233,0,0,1,0,0,0
73,0.4387705425759399,0.44748306830698087,0.4624905157469263,0.27377016282869343,0.4960201870072391,0.5843603153794964,0.8696907482849442,0,0,1,0,0,0
74,0.3783440239846478,0.38154724910867377,0.4092511230173797,0.2788891218007818,0.47330302013114134,0.45484993254464134,0.8288446401135129,0,0,1,0,0,0
75,0.43884472929382246,0.44829523493529977,0.4576667292918076,0.3014705978950909,0.5671338187317153,0.4238311135540989,0.946975081531553,0,0,1,0,1,0
