game,unit_t,unit_s,unit_i,alpha_star,margin,delta_ctilde,T_fail,T_occ,identity_resid,cert_rise,occ_dominates
14,2,3,0,0.7222467299486154,0.055580063281948755,-0.005468934395952085,-0.0059880788106231875,0.0005191444146710407,6.158268339717665e-17,0,0
14,2,2,0,0.7747558941307375,0.1080892274640709,-0.0050109196695871105,-0.007231275439820521,0.00222035577023342,9.540979117872439e-18,0,0
14,3,0,1,0.6871886192791138,0.02052195261244716,-0.00014029238860335802,-0.0001402923886033461,0.0,1.1926223897340549e-17,0,0
14,2,0,1,0.7903176321159857,0.12365096544931908,-3.3229273631696365e-05,0.0,-3.32292736317564e-05,6.003769530138481e-17,0,0
14,0,1,1,0.7698045182320766,0.10313785156541,-0.003446901536585556,-0.0034522230664513847,5.321529865771808e-06,5.681219383824043e-17,0,0
14,1,1,0,0.8788926359449729,0.21222596927830628,-0.002245187076518551,-0.0023076237408685405,6.243666434996235e-05,2.688821387764051e-17,0,0
14,0,2,1,0.7549577388807568,0.08829107221409016,-5.293691887642282e-05,-5.17561913575079e-05,-1.180727518994487e-06,7.956688693327996e-17,0,0
14,3,2,1,0.6305471211277291,-0.03611954553893748,-0.004640564393156743,-0.004640564393156813,0.0,7.025630077706069e-17,0,0
14,3,3,1,0.6075369915011193,-0.059129675165547346,-1.0393011014464548e-05,-1.0393011014436527e-05,0.0,2.8021543961066764e-17,0,0
14,3,3,0,0.5971885770319935,-0.06947808963467317,-0.0036716952704688444,-0.004840928514102162,0.0011692332436332323,8.586881206085195e-17,0,0
14,0,1,1,0.8155621010147879,0.14889543434812125,1.6127649188346638e-05,0.0,1.6127649188269466e-05,7.71714777584448e-17,1,1
15,3,3,0,0.6365272594118787,-0.03013940725478792,-0.007425516353302797,-0.007660780740451823,0.00023526438714898852,3.729655473350135e-17,0,0
15,0,2,1,0.7864920261400966,0.11982535947342998,3.8170911056401025e-06,0.0,3.817091105489956e-06,1.5014675429619179e-16,1,1
15,2,1,1,0.8135048138707655,0.14683814720409882,-8.372003244982995e-05,-5.75175753314324e-05,-2.6202457118331737e-05,6.581107186987012e-17,0,0
15,3,0,1,0.5770842876115545,-0.08958237905511213,-0.0013104136187844784,-0.001310413618784424,0.0,5.442694905877232e-17,0,0
15,2,0,1,0.6606858614624213,-0.005980805204245376,-0.0006535289572840997,-0.0008205578760302088,0.00016702891874607087,3.838075690598686e-17,0,0
15,2,1,1,0.8272706036752254,0.1606039370085588,-8.21240265257428e-05,-7.371932425962554e-05,-8.404702266119824e-06,2.5614276324970042e-18,0,0
15,1,2,1,0.7324576391681232,0.0657909725014566,-0.002745064207964054,-0.0027247513144122307,-2.031289355201407e-05,1.9081958235744878e-16,0,0
15,1,0,1,0.8731886941760751,0.2065220275094085,-0.0010889342142214042,-0.001114136905717701,2.5202691496362226e-05,6.548581121812447e-17,0,0
15,2,3,1,0.6047832574822901,-0.061883409184376514,-0.0017530277278181572,-0.00148219948073243,-0.00027082824708577353,4.640385298237959e-17,0,0
15,0,3,1,0.7880302840233852,0.12136361735671852,-0.0013326015924791657,-0.0012768959324651295,-5.570566001410123e-05,6.505213034913027e-17,0,0
